	Gene ID	Gene Name	flight1	flight2	flight3	ground1	ground2	ground3
8266	AT1G80420	XRCC1	22.341949	25.748583	23.561153	20.926249	19.511408	18.65354
8267	AT1G80430	AT1G80430	0.0	0.0	0.0	0.0	0.0	0.0
8268	AT1G80440	AT1G80440	114.195847	93.311424	157.688721	4.874799	17.46023	13.73636
8269	AT1G80450	VQ11	4.083251	6.504178	3.07961	7.802169	7.073808	8.928219
8270	AT1G80460	GLPK	136.58699	144.223236	155.19957	91.811661	120.479202	119.34938
8271	AT1G80470	AT1G80470	0.0	0.0	0.935845	0.0	0.56946	0.0
8272	AT1G80480	PTAC17	14.955755	7.357235	15.315004	12.049022	12.338652	11.975331
8273	AT1G80490	TPR1	32.009594	29.760874	30.191406	31.468508	32.060986	28.905277
8274	AT1G80500	AT1G80500	51.116104	65.276749	56.278767	68.915939	63.071827	67.956467
8275	AT1G80510	AT1G80510	8.173414	7.936727	7.051967	8.062446	8.392597	9.027688
8276	AT1G80520	AT1G80520	13.267258	6.988478	10.10003	11.604812	12.420143	13.492225
8277	AT1G80530	AT1G80530	18.141928	22.862068	20.51416	25.465456	23.693182	24.098913
8278	AT1G80540	AT1G80540	0.0	0.0	0.0	0.051283	0.0	0.0
8279	AT1G80550	AT1G80550	17.57415	16.209467	16.184378	14.444571	13.440537	12.584319
8280	AT1G80555	AT1G80555	11.022175	12.53459	12.683691	5.513518	9.5636	7.880574
8281	AT1G80560	IMDH2	39.580723	39.257767	37.443069	46.833549	41.787277	36.762997
8282	AT1G80570	FBL14	13.248569	13.690725	13.803329	4.819362	9.831476	9.57917
8283	AT1G80580	ERF084	0.0	0.0	0.0	0.163824	0.0	0.140229
8284	AT1G80590	WRKY66	0.0	0.0	0.0	1.031919	0.0	1.426049
8285	AT1G80600	WIN1	39.459141	37.390766	40.023102	55.388302	44.126995	40.092472
8286	AT1G80610	AT1G80610	10.732272	9.398113	8.366426	10.855642	13.227466	10.981375
8287	AT1G80620	AT1G80620	32.475048	26.833731	30.170259	38.703953	29.861998	32.078362
8288	AT1G80630	AT1G80630	7.812377	8.354202	8.049317	4.690296	4.954542	5.346671
8289	AT1G80640	AT1G80640	6.361458	9.787697	6.307505	13.28933	14.944447	13.353295
8290	AT1G80650	RTL1	7.989303	9.744674	8.866971	2.471451	8.296796	8.237953
8291	AT1G80660	AHA9	0.0	0.0	0.0	0.198146	0.0	0.161135
8292	AT1G80670	RAE1	22.299671	19.047483	21.269976	28.102848	17.895506	20.570683
8293	AT1G80680	NUP96	21.344866	15.208341	17.671265	18.635143	14.7807	14.478336
8294	AT1G80690	AT1G80690	15.291434	21.526606	13.808196	24.97352	20.691463	27.673031
8295	AT1G80700	AT1G80700	19.525995	15.297982	16.591354	20.597448	19.240311	16.505257
8296	AT1G80710	DRS1	3.857945	5.073119	3.224448	4.700397	3.003975	4.334394
8297	AT1G80720	AT1G80720	14.370357	13.365244	13.240383	27.229275	13.552027	17.61158
8298	AT1G80730	ZFP1	1.241871	2.148681	0.962594	2.742064	2.116895	1.361622
8299	AT1G80740	CMT1	0.0	0.0	0.0	0.0	0.0	0.0
8300	AT1G80745	AT1G80745	1.684964	2.585311	1.10948	0.969924	2.279535	1.495976
8301	AT1G80750	RPL7A	58.338627	73.116341	62.616604	105.536308	78.902306	79.101028
8302	AT1G80760	NIP6-1	6.854004	5.995609	8.961436	6.147577	3.737856	7.703001
8303	AT1G80770	PDE318	10.61109	11.217111	9.357938	10.078468	9.669424	10.388041
8304	AT1G80780	CAF1-6	70.21096	71.62751	82.714676	67.682831	63.218887	58.859383
8305	AT1G80790	FDM5	24.252316	22.620003	22.534641	31.977249	29.53738	24.904093
8306	AT1G80800	AT1G80800	7.002932	5.592503	9.684206	5.634614	5.56469	5.154477
8307	AT1G80810	AT1G80810	10.696574	8.834543	11.699694	8.523381	7.865851	10.635973
8308	AT1G80820	CCR2	19.297276	25.188465	20.202465	28.069271	27.249392	29.282112
8309	AT1G80830	NRAMP1	57.398113	53.179466	84.791084	59.946899	51.603168	53.6297
8310	AT1G80831	AT1G80831	0.0	0.0	0.0	0.0	0.0	0.0
8311	AT1G80840	WRKY40	5.633687	6.374669	5.08654	1.641475	2.112377	0.775442
8312	AT1G80850	AT1G80850	4.355262	4.517503	7.856128	6.998115	6.054996	9.05845
8313	AT1G80860	PLMT	30.015106	32.198586	36.639713	32.432533	26.247143	30.706112
8314	AT1G80865	AT1G80865	0.0	0.0	0.0	0.0	0.0	0.0
8315	AT1G80870	AT1G80870	14.170159	18.11463	13.12899	20.816904	25.369574	24.438538
8316	AT1G80880	AT1G80880	0.974481	1.007511	2.44177	3.014367	2.702873	2.538806
8317	AT1G80890	AT1G80890	29.867996	17.947001	21.812092	40.412613	30.627752	34.05341
8318	AT1G80900	MRS2-10	16.323812	11.164123	12.701911	9.780071	13.736729	11.37899
8319	AT1G80910	AT1G80910	19.605219	24.393919	18.840448	25.94302	19.342096	24.805483
8320	AT1G80920	ATJ8	755.71875	734.489624	1145.020874	139.102066	319.627502	193.735947
8321	AT1G80930	AT1G80930	45.243942	39.633778	32.16053	40.224506	43.489185	38.256359
8322	AT1G80940	AT1G80940	14.428363	18.567125	24.575855	15.312637	14.331523	15.893455
8323	AT1G80950	LPEAT1	30.486532	30.514439	33.486557	35.717579	30.561422	31.233591
8324	AT1G80960	AT1G80960	6.404135	5.98248	6.974194	5.8204	4.738135	5.519167
8325	AT1G80970	AT1G80970	0.0	0.0	0.0	0.0	0.014691	0.0
8326	AT1G80980	AT1G80980	1.629048	0.632959	0.88619	1.328143	1.791593	1.126339
8327	AT1G80990	AT1G80990	0.0	0.0	0.0	0.0	0.0	0.0
8328	AT1G81001	AT1G81001	0.0	0.0	0.0	0.0	0.0	0.0
8329	AT1G81020	AT1G81020	0.0	0.0	0.0	0.006643	0.0	0.0
8330	AT2G01008	AT2G01008	2.285583	2.981452	6.084574	4.135248	3.972446	5.666586
8331	AT2G01010	AT2G01010	29614.859375	23725.349609	23479.65625	22710.007812	29523.833984	26746.228516
8332	AT2G01020	AT2G01020	2993.779053	2041.853882	2033.003906	2308.078125	3408.736328	3524.109375
8333	AT2G01021	AT2G01021	15637.198242	10887.870117	11209.30957	13832.94043	20382.716797	16863.710938
8334	AT2G01023	AT2G01023	0.0	0.561336	0.483366	1.25678	0.0	0.508923
8335	AT2G01022	AT2G01022	0.0	0.0	0.002703	0.012166	0.005292	0.0
8336	AT2G01024	AT2G01024	0.00227	0.006942	0.00202	0.021818	0.0	0.022467
8337	AT2G01026	AT2G01026	0.004133	0.003502	0.002115	0.019202	0.0	0.024335
8338	AT2G01028	AT2G01028	0.0	0.0	0.0	0.0	0.0	0.0
8339	AT2G01029	AT2G01029	0.054428	0.002817	0.00408	0.018851	0.00662	0.0
8340	AT2G01031	AT2G01031	0.0	0.000643	0.0	0.0	0.0	0.0
8341	AT2G01034	AT2G01034	0.0	0.003445	0.0	0.103357	0.0	0.0
8342	AT2G01037	AT2G01037	0.0	0.003199	0.0	0.056336	0.006331	0.0
8343	AT2G01040	AT2G01040	0.087151	0.167604	0.0	0.0	0.0	0.06699
8344	AT2G01050	AT2G01050	0.004443	0.001898	0.0	0.016807	0.0	0.033355
8345	AT2G01060	AT2G01060	61.553982	55.965015	68.563309	49.770836	51.635578	50.07497
8346	AT2G01070	AT2G01070	19.757612	24.38689	21.801348	21.78833	26.767927	19.349974
8347	AT2G01080	AT2G01080	24.374861	29.347824	32.212582	20.204159	20.719086	18.855227
8348	AT2G01090	AT2G01090	22.982285	19.052975	26.129065	20.346994	21.16696	13.545121
8349	AT2G01100	AT2G01100	116.472046	111.221581	123.92012	79.506195	72.937698	76.727196
8350	AT2G01110	TATC	13.012514	17.19706	13.438851	13.376014	13.324234	15.19389
8351	AT2G01120	ORC4	19.02965	11.779195	9.944497	11.88357	12.642779	11.600554
8352	AT2G01130	AT2G01130	12.203277	10.287457	10.860219	8.008337	11.45815	8.538186
8353	AT2G01140	FBA3	346.540405	374.819885	370.122162	462.392334	375.525513	395.671814
8354	AT2G01150	RHA2B	17.99354	48.348522	26.950813	40.168476	35.637993	34.248451
8355	AT2G01160	AT2G01160	0.0	0.0	0.0	0.0	0.0	0.0
8356	AT2G01170	BAT1	22.111534	15.504899	15.812579	15.42749	19.036755	12.527122
8357	AT2G01175	AT2G01175	1.961256	1.315797	0.490833	0.848598	1.064059	0.593639
8358	AT2G01180	LPP1	14.789832	14.931621	12.817922	13.324528	12.442742	16.243383
8359	AT2G01190	AT2G01190	48.426834	32.036434	37.851135	21.645977	28.885683	27.542645
8360	AT2G01200	IAA32	0.955176	0.178162	0.001761	0.373247	0.0	0.370135
8361	AT2G01210	AT2G01210	4.352302	4.580653	3.065685	7.365575	5.346018	5.635952
8362	AT2G01220	AT2G01220	25.299522	31.891354	34.372303	33.768272	35.25576	41.540108
8363	AT2G01240	AT2G01240	0.0	0.0	0.0	0.508627	0.0	0.0
8364	AT2G01250	RPL7B	614.295349	544.697632	565.923767	863.106445	542.317505	628.019287
8365	AT2G01260	AT2G01260	20.460449	25.052029	22.434172	23.100897	18.446304	23.22962
8366	AT2G01270	QSOX2	51.450649	50.717167	42.717255	31.756592	36.47649	39.293484
8367	AT2G01275	AT2G01275	2.15291	2.104177	2.401803	2.208727	2.972127	4.339748
8368	AT2G01280	MEE65	0.0	0.0	0.0	0.0	0.0	0.0
8369	AT2G01290	RPI2	2.251912	3.816334	3.718901	7.902238	6.802576	6.765334
8370	AT2G01300	AT2G01300	6.915327	7.316296	8.847782	9.616954	10.836208	8.142257
8371	AT2G01310	AT2G01310	1.091078	3.72182	0.0	2.067395	3.344512	0.540673
8372	AT2G01320	ABCG7	6.583916	5.258358	5.448249	7.726596	7.158984	7.967761
8373	AT2G01330	AT2G01330	4.597314	5.540692	4.408294	5.531361	5.627092	7.381892
8374	AT2G01340	At17.1	2.742469	2.924284	5.603494	7.133759	6.658733	7.228493
8375	AT2G01350	QPT	72.491821	70.391151	69.327415	68.30233	71.049362	75.454681
8376	AT2G01360	AT2G01360	0.249094	0.0	0.0	0.378741	1.287534	0.0
8377	AT2G01370	AT2G01370	0.157508	0.0	0.23164	0.0	0.278844	0.961649
8378	AT2G01372	AT2G01372	0.002566	0.008037	0.0	0.0	0.0	0.0
8379	AT2G01390	AT2G01390	0.914708	1.394467	1.729836	2.300691	2.595585	1.309224
8380	AT2G01400	AT2G01400	12.229815	10.150458	15.583314	13.877527	9.395059	7.738216
8381	AT2G01410	AT2G01410	16.53104	19.160034	19.785355	23.140331	17.939846	18.550064
8382	AT2G01420	PIN4	10.079305	14.351055	9.259905	14.015304	16.65427	14.164062
8383	AT2G01422	AT2G01422	0.0	0.0	0.0	0.0	0.0	0.0
8384	AT2G01430	ATHB-17	7.3887	18.854368	11.316443	15.922594	16.668268	22.181808
8385	AT2G01440	AT2G01440	11.61584	10.231835	7.145615	7.925714	7.967693	8.133719
8386	AT2G01450	MPK17	90.388474	88.781677	97.751724	59.932953	62.808453	52.619347
8387	AT2G01460	AT2G01460	15.971994	17.870012	15.121998	14.490376	17.76351	15.292862
8388	AT2G01470	STL2P	73.433533	67.309624	76.500084	77.236702	63.983212	68.760933
8389	AT2G01480	AT2G01480	14.810975	13.725569	13.555927	10.382396	11.224512	13.361153
8390	AT2G01490	PAHX	111.808624	122.830658	114.195755	84.668098	91.372169	92.820045
8391	AT2G01500	WOX6	0.0	0.0	0.0	0.0	0.0	0.0
8392	AT2G01505	CLE16	5.660972	10.725751	9.127267	7.607511	5.437783	7.120203
8393	AT2G01510	PCMP-H37	1.751271	0.844117	1.404257	2.374906	2.17406	3.005466
8394	AT2G01520	MLP328	4104.997559	4284.066895	3827.709229	3195.034668	4068.803955	3593.610107
8395	AT2G01530	MLP329	1061.242065	1227.583862	1175.200684	546.614746	805.95752	745.946838
8396	AT2G01540	AT2G01540	60.574329	74.662926	80.124481	56.145481	70.463371	69.398468
8397	AT2G01550	AT2G01550	1.196051	1.575461	1.455846	1.601351	2.011163	1.868711
8398	AT2G01554	AT2G01554	0.0	0.0	0.0	0.0	0.0	0.0
8399	AT2G01560	AT2G01560	0.0	0.0	0.0	0.0	0.0	0.0
8400	AT2G01570	RGA	66.89222	58.282166	72.956703	50.839489	54.047699	59.780888
8401	AT2G01580	AT2G01580	5.29364	13.199248	3.446994	8.879806	8.591805	12.849832
8402	AT2G01590	CRR3	2.402325	1.493545	1.816373	0.812263	0.684069	0.540107
8403	AT2G01600	AT2G01600	76.518204	79.719643	77.796417	54.90752	64.317146	58.544144
8404	AT2G01610	AT2G01610	21.992031	41.901535	17.638958	57.548405	46.724773	46.126198
8405	AT2G01620	SKIP28	13.51125	18.008991	15.621017	10.386806	14.734096	8.83378
8406	AT2G01630	AT2G01630	4.947661	3.906837	5.771666	10.532584	9.745787	8.854278
8407	AT2G01640	AT2G01640	23.317881	20.926378	16.308281	38.46175	36.229362	43.383934
8408	AT2G01650	PUX2	32.39513	38.903027	37.423996	29.205002	34.592426	34.752636
8409	AT2G01660	CRRSP12	19.258196	12.691834	22.789381	18.055052	15.404819	15.20315
8410	AT2G01667	AT2G01667	0.014922	0.0	0.402805	0.0	0.187597	0.0
8411	AT2G01670	NUDT17	73.178947	106.690742	77.510498	98.261452	90.788559	101.245331
8412	AT2G01680	AT2G01680	18.268034	29.955076	24.873508	24.87529	28.35906	28.299234
8413	AT2G01690	VAC14	37.42519	36.830292	33.588211	41.659061	39.720242	38.056622
8414	AT2G01700	AT2G01700	0.0	0.0	0.0	0.0	0.0	0.0
8415	AT2G01710	AT2G01710	25.177351	30.894846	33.545856	33.679276	30.216869	30.921078
8416	AT2G01720	OST1B	61.121964	52.413872	56.069805	66.978882	54.518417	52.634148
8417	AT2G01730	CPSF73-II	1.530748	1.119215	1.500013	2.544293	1.011678	1.190161
8418	AT2G01735	RIE1	26.051407	27.517616	36.486149	16.115723	21.073027	20.595671
8419	AT2G01740	AT2G01740	1.260365	2.233913	0.731423	2.483634	2.129807	2.14769
8420	AT2G01750	MAP70.3	6.416214	3.574612	3.49243	9.94241	7.999379	8.694999
8421	AT2G01755	AT2G01755	1.1115	2.317861	0.2554	0.0	0.0	1.894281
8422	AT2G01760	ARR14	1.143514	2.334236	1.20877	4.154529	3.729149	4.975512
8423	AT2G01770	VIT1	0.0	0.0	0.0	0.0	0.0	0.972608
8424	AT2G01780	AT2G01780	0.0	0.0	0.0	0.0	0.0	0.0
8425	AT2G01790	AT2G01790	0.0	0.0	0.0	0.0	0.0	0.0
8426	AT2G01800	AT2G01800	0.0	0.0	0.0	0.0	0.0	0.0
8427	AT2G01810	AT2G01810	0.091651	0.0	0.0	0.0	0.0	0.0
8428	AT2G01818	AT2G01818	21.101261	22.050798	22.069342	11.863395	12.405553	14.267951
8429	AT2G01820	AT2G01820	31.040819	39.271046	29.568998	46.062592	39.112381	43.265602
8430	AT2G01830	AHK4	41.73634	50.367393	40.836342	36.759048	35.24012	38.112415
8431	AT2G01840	AT2G01840	0.033691	0.002176	0.0	0.029776	0.0	0.019546
8432	AT2G01850	XTH27	53.717594	74.480904	63.747936	44.144627	46.249683	48.950851
8433	AT2G01860	EMB975	9.579128	12.712096	10.141538	3.718685	5.105358	7.120275
8434	AT2G01870	AT2G01870	0.0	0.427305	0.0	0.93778	1.194948	2.696269
8435	AT2G01880	PAP7	24.453037	25.231497	28.410728	42.405933	32.974823	48.002743
8436	AT2G01890	PAP8	56.046391	85.036575	74.050529	61.852505	64.515747	70.739441
8437	AT2G01900	AT2G01900	20.122335	22.590792	24.045176	21.291166	23.54826	23.05452
8438	AT2G01905	CYCJ18	0.518555	0.01299	0.312968	0.090957	0.157826	0.281509
8439	AT2G01910	MAP65-6	76.333305	81.373154	77.950829	45.144478	52.818405	50.358044
8440	AT2G01913	AT2G01913	6.915223	9.533652	11.991599	8.212244	12.002148	12.249619
8441	AT2G01918	PQL3	0.0	0.0	0.0	0.087571	0.0	0.0
8442	AT2G01920	AT2G01920	0.0	0.0	0.0	0.0	0.0	0.0
8443	AT2G01930	BPC1	30.455549	34.059383	39.762753	17.740068	25.812826	26.448845
8444	AT2G01940	SGR5	3.951458	4.370734	3.373978	1.857079	3.799177	2.397752
8445	AT2G01950	BRL2	49.252987	39.86845	41.453083	39.375984	42.112816	34.899899
8446	AT2G01960	TET14	0.0	0.0	0.0	0.0	0.0	0.0
8447	AT2G01970	TMN3	50.665955	46.604836	49.847698	67.978439	59.351971	55.017982
8448	AT2G01973	AT2G01973	0.0	0.0	0.0	0.0	0.0	0.0
8449	AT2G01980	NHX7	13.634879	11.241226	18.269547	13.137892	15.64417	16.043327
8450	AT2G01990	AT2G01990	9.843268	12.849918	9.053166	13.183083	13.622031	10.78497
8451	AT2G02000	GAD3	0.0	0.000506	0.0	0.0	0.0	0.077249
8452	AT2G02010	GAD4	0.0	0.0	0.0	0.0	0.386305	0.167478
8453	AT2G02020	NPF8.4	6.898818	3.393917	4.27269	5.299618	5.815511	5.505486
8454	AT2G02023	AT2G02023	0.0	0.0	0.0	0.174147	0.0	0.0
8455	AT2G02026	AT2G02026	0.0	0.0	0.0	0.0	0.007895	0.0
8456	AT2G02030	AT2G02030	0.0	0.046614	0.03276	0.0	0.038474	0.0
8457	AT2G02040	NPF8.3	51.951046	60.560585	70.574112	34.186131	41.046162	37.673283
8458	AT2G02050	AT2G02050	192.943893	184.831635	215.251175	265.497162	243.601746	261.628693
8459	AT2G02060	AT2G02060	2.511867	4.410836	5.526442	8.145761	9.094126	5.746041
8460	AT2G02061	AT2G02061	0.223357	0.0	0.000492	1.073802	0.561268	1.28762
8461	AT2G02070	IDD5	3.036299	1.814963	3.000683	3.31332	2.398273	2.288306
8462	AT2G02080	IDD4	3.062712	2.305182	3.884332	2.076576	4.293095	2.742403
8463	AT2G02090	ETL1	21.683062	17.106512	17.534712	21.880507	19.114471	20.74391
8464	AT2G02100	PDF2.2	1190.156738	1013.247803	1087.957642	1081.570068	1630.431885	1166.540039
8465	AT2G02103	AT2G02103	0.0	0.0	0.0	0.0	0.001789	0.0
8466	AT2G02110	AT2G02110	0.007063	0.00165	0.0	0.015491	0.0	0.021643
8467	AT2G02120	PDF2.1	174.054581	93.388885	170.296021	127.30574	380.204498	127.852348
8468	AT2G02130	PDF2.3	1678.568604	2417.459229	1853.893555	2643.286133	2140.577881	3098.248047
8469	AT2G02135	LCR71	0.0	0.0	0.0	0.0	0.004825	0.0
8470	AT2G02140	PDF2.6	0.0	0.0	0.0	0.0	0.0	0.0
8471	AT2G02147	LCR73	0.0	0.0	0.0	0.0	0.0	0.0
8472	AT2G02148	AT2G02148	4.675397	6.956129	6.082605	5.620025	6.035562	5.935968
8473	AT2G02150	AT2G02150	2.006667	1.314152	1.385659	3.27004	2.853348	2.598746
8474	AT2G02160	AT2G02160	97.344765	85.707062	83.110428	56.596424	67.901413	53.388077
8475	AT2G02170	AT2G02170	11.062174	11.586409	10.930264	16.048883	13.943839	15.780268
8476	AT2G02180	TOM3	106.630951	123.024651	115.436485	75.803978	87.246582	75.291901
8477	AT2G02190	AT2G02190	0.0	6.9e-05	0.0	0.0	0.002915	0.0
8478	AT2G02200	AT2G02200	0.0	0.0	0.0	0.0	0.001394	0.01941
8479	AT2G02205	AT2G02205	0.0	0.0	0.0	0.0	0.0	0.0
8480	AT2G02210	AT2G02210	0.0	0.0	0.0	0.0	0.0	0.0
8481	AT2G02220	PSKR1	21.3636	18.909599	19.452938	15.462713	16.778021	15.702017
8482	AT2G02230	PP2B1	9.529895	9.509607	7.590755	14.276419	13.521499	11.501916
8483	AT2G02240	MEE66	0.500131	0.329058	0.0	0.0	0.0	0.460643
8484	AT2G02250	PP2B2	2.655817	3.614662	1.909617	1.899757	5.955909	0.936909
8485	AT2G02260	AT2G02260	0.0	0.0	0.0	0.0	0.0	0.034895
8486	AT2G02270	ATPP2-B3	0.0	0.0	0.0	0.0	0.0	0.0
8487	AT2G02280	PP2B4	0.0	0.0	0.0	0.0	0.0	0.0
8488	AT2G02290	AT2G02290	0.0	0.0	0.0	0.0	0.0	0.0
8489	AT2G02300	PP2B5	2.27809	4.112431	5.615719	2.122232	2.795505	3.779484
8490	AT2G02310	PP2B6	5.557683	5.011559	5.235915	7.014306	6.087655	8.156974
8491	AT2G02320	PP2B7	0.0	0.0	0.0	0.0	0.0	0.0
8492	AT2G02330	AT2G02330	0.0	0.0	0.0	0.0	0.003695	0.020772
8493	AT2G02340	PP2B8	0.0	0.0	0.0	0.0	0.0	0.0
8494	AT2G02350	SKIP3	8.572822	4.018569	7.856245	10.588084	12.075456	10.621446
8495	AT2G02360	PP2B10	23.299755	20.346853	28.758669	19.561695	26.570253	19.799725
8496	AT2G02370	AT2G02370	19.031572	19.003166	26.931368	14.652718	16.031197	20.240664
8497	AT2G02380	GSTZ2	0.0	0.0	0.0	0.354342	0.0	0.884854
8498	AT2G02390	GSTZ1	121.322327	132.146835	131.815399	96.772095	100.173805	108.480042
8499	AT2G02400	AT2G02400	12.197136	15.27247	10.821861	15.027127	12.407119	15.043522
8500	AT2G02410	AT2G02410	8.2243	10.684583	6.734471	7.583679	10.28917	9.030297
8501	AT2G02430	AT2G02430	0.18332	0.688367	0.95449	0.926546	1.114015	0.986097
8502	AT2G02440	AT2G02440	0.0	0.0	0.0	0.0	0.0	0.0
8503	AT2G02450	ANAC034	0.0	0.0	0.784678	0.0	0.389196	0.901951
8504	AT2G02470	AL6	25.512804	30.860178	30.959087	32.68631	31.031416	38.399239
8505	AT2G02480	STI	11.941099	10.134664	10.600728	13.4494	10.286642	11.952697
8506	AT2G02490	AT2G02490	0.0	0.0	0.022828	0.018597	0.000436	0.0
8507	AT2G02498	AT2G02498	0.0	0.253412	0.021837	0.668331	0.046664	0.718508
8508	AT2G02500	ISPD	9.512673	10.520329	12.119694	20.977802	16.655716	18.152287
8509	AT2G02510	AT2G02510	311.228607	299.272278	340.502991	321.718353	339.150818	305.891602
8510	AT2G02515	AT2G02515	0.0	0.0	0.0	0.0	0.0	0.0
8511	AT2G02520	AT2G02520	0.0	0.0	0.0	0.0	0.0	0.0
8512	AT2G02540	ZHD3	0.0	0.0	0.0	0.0	0.0	0.0
8513	AT2G02550	AT2G02550	0.0	0.0	0.0	0.0	0.0	0.0
8514	AT2G02560	CAND1	27.951014	25.417873	26.586781	29.371523	27.067404	22.850855
8515	AT2G02570	AT2G02570	46.845509	41.788414	61.415108	44.823605	48.868256	45.436359
8516	AT2G02580	CYP71B9	0.973809	0.0	2.799064	3.802627	6.920007	4.65121
8517	AT2G02590	AT2G02590	6.058822	6.277906	3.01689	4.332497	6.658422	4.456204
8518	AT2G02600	AT2G02600	0.0	0.0	0.0	0.0	0.0	0.0
8519	AT2G02610	AT2G02610	7.224632	6.473641	6.294214	5.107207	5.972406	6.242138
8520	AT2G02620	AT2G02620	1.567922	0.977319	0.848069	1.907062	1.463204	1.965122
8521	AT2G02630	AT2G02630	4.390415	4.296911	5.006641	6.209243	4.82238	6.32697
8522	AT2G02640	AT2G02640	2.035256	1.542277	2.130333	1.440128	2.416211	1.380473
8523	AT2G02650	AT2G02650	0.0	0.0	0.0	0.0	0.0	0.0
8524	AT2G02660	AT2G02660	0.065169	0.461562	0.0	0.0	0.0	0.313701
8525	AT2G02670	AT2G02670	0.017493	0.0	0.0	0.0	0.008443	0.0
8526	AT2G02680	AT2G02680	12.981624	7.58022	11.080534	15.698742	19.537735	16.423874
8527	AT2G02690	AT2G02690	1.458476	0.0	1.095972	1.428296	1.605198	1.527779
8528	AT2G02700	AT2G02700	10.087469	4.936416	7.91002	5.393719	7.949813	6.555787
8529	AT2G02710	TLP1	126.942032	109.156853	149.452774	19.463495	49.163631	31.832104
8530	AT2G02720	AT2G02720	0.0	0.0	0.017885	0.0	0.0	0.0
8531	AT2G02730	AT2G02730	15.183879	17.476849	18.507845	15.190375	15.139426	13.708931
8532	AT2G02740	WHY3	11.833175	13.062385	15.251332	14.632193	11.516339	19.026253
8533	AT2G02750	PCMP-E22	0.0	0.0	0.0	0.0	0.225893	0.0
8534	AT2G02741	MIR840A	0.0	0.0	0.0	0.0	0.0	0.9767
8535	AT2G02760	UBC2	149.313522	156.229843	151.476379	101.656479	139.406174	110.194786
8536	AT2G02770	AT2G02770	3.962488	3.291544	3.996836	3.707305	3.982396	3.728455
8537	AT2G02780	AT2G02780	6.000083	5.26297	5.907991	5.501567	4.047798	4.538122
8538	AT2G02790	IQD29	14.936895	14.250898	15.616193	23.23773	18.75565	16.85157
8539	AT2G02800	APK2B	35.082745	25.096174	44.211403	28.602934	36.201801	33.841141
8540	AT2G02795	AT2G02795	0.0	0.0	0.0	0.0	0.0	0.0
8541	AT2G02810	UTR1	10.337787	10.639914	12.292047	17.262352	16.297407	10.8342
8542	AT2G02820	MYB88	24.717505	24.365099	18.629435	19.490601	20.472118	20.335756
8543	AT2G02830	AT2G02830	0.0	0.0	0.0	0.0	0.0	0.0
8544	AT2G02835	AT2G02835	0.0	0.0	0.0	0.0	0.0	0.0
8545	AT2G02840	AT2G02840	0.0	0.0	0.0	0.0	0.0	0.0
8546	AT2G02850	ARPN	4.087316	5.224563	8.009983	10.14185	4.0761	16.939566
8547	AT2G02860	SUC3	10.765285	11.506404	9.21172	13.192551	16.076328	13.650557
8548	AT2G02870	SKIP11	44.904091	51.449574	46.314354	47.14045	33.516869	41.833576
8549	AT2G02880	AT2G02880	5.443357	7.865224	5.820953	7.414823	6.456861	7.876158
8550	AT2G02890	AT2G02890	0.0	0.0	0.0	0.230012	0.0	0.0
8551	AT2G02900	AT2G02900	0.0	0.0	0.0	0.0	0.0	0.0
8552	AT2G02910	AT2G02910	7.093591	9.115815	7.929224	10.189552	9.702538	7.333698
8553	AT2G02930	GSTF3	4.2041	4.073416	4.477899	0.253065	0.0	0.33716
8554	AT2G02950	PKS1	9.744013	7.7426	7.068769	9.984669	5.93849	7.466671
8555	AT2G02955	MEE12	3.682676	2.437711	4.537764	6.027598	5.308315	5.19294
8556	AT2G02960	AT2G02960	46.955173	39.526512	50.134197	28.67057	32.935387	41.091667
8557	AT2G02970	APY6	25.792307	27.899179	25.315033	18.925884	21.577562	22.102955
8558	AT2G02980	PCMP-H26	1.124864	1.544425	1.097031	0.683888	2.109904	1.418857
8559	AT2G02990	RNS1	1.017763	0.596609	3.210987	0.908708	0.660745	1.57199
8560	AT2G03000	AT2G03000	0.0	0.0	0.0	0.0	0.0	0.0
8561	AT2G03010	AT2G03010	1.689725	3.036947	0.619794	1.410282	2.376987	1.029804
8562	AT2G03020	AT2G03020	0.0	0.0	0.0	0.0	0.0	0.335562
8563	AT2G03030	AT2G03030	0.0	0.0	0.0	0.0	0.0	0.0
8564	AT2G03040	AT2G03040	0.0	0.0	0.0	0.0	0.0	0.0
8565	AT2G03050	EMB93	2.041714	2.579802	3.327944	3.533944	4.602362	3.369962
8566	AT2G03060	AGL30	7.432921	3.492874	3.607058	4.558676	6.5009	4.774123
8567	AT2G03070	MED8	8.761406	5.896086	9.424785	10.396136	7.296525	8.833429
8568	AT2G03080	AT2G03080	0.0	0.0	0.0	0.0	0.0	0.0
8569	AT2G03090	EXPA15	65.227158	103.101532	61.118397	338.146576	241.065582	274.202484
8570	AT2G03100	AT2G03100	0.0	0.0	0.0	0.0	0.0	0.0
8571	AT2G03110	AT2G03110	0.577722	0.554822	1.650335	1.516979	0.68885	0.961557
8572	AT2G03120	SPP	104.392746	115.369125	105.025383	137.745483	105.633453	116.640114
8573	AT2G03130	AT2G03130	0.0	0.0	0.0	0.348652	0.0	0.476399
8574	AT2G03140	AT2G03140	5.963058	7.54745	7.007783	7.321358	8.619775	7.236816
8575	AT2G03150	emb1579	17.994606	16.011589	15.964883	17.811605	17.713905	16.615328
