gene_id	transcript_id(s)	flight1	flight2	flight3	ground1	ground2	ground3
AT1G60783	AT1G60783.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60790	AT1G60790.1	5.43	6.36	4.26	6.74	5.72	5.68
AT1G60800	AT1G60800.1	15.54	18.15	12.66	14.02	13.45	13.67
AT1G60810	AT1G60810.1	4.84	4.20	4.55	3.89	3.86	4.18
AT1G60815	AT1G60815.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60820	AT1G60820.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60830	AT1G60830.1	0.00	0.00	0.00	0.00	0.36	0.00
AT1G60835	AT1G60835.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60840	AT1G60840.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60850	AT1G60850.1,AT1G60850.2,AT1G60850.3	4.87	5.38	7.85	20.08	10.62	13.95
AT1G60860	AT1G60860.1	6.76	7.33	7.78	10.36	7.51	8.20
AT1G60870	AT1G60870.1	26.64	27.97	37.40	22.94	26.16	30.37
AT1G60880	AT1G60880.1	0.00	0.00	0.00	0.20	0.00	0.00
AT1G60890	AT1G60890.1,AT1G60890.2	6.32	6.84	7.43	10.21	8.77	8.79
AT1G60900	AT1G60900.1	29.65	34.99	32.10	37.92	30.77	32.75
AT1G60910	AT1G60910.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60913	AT1G60913.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60920	AT1G60920.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60930	AT1G60930.1	0.45	0.81	0.65	0.47	0.78	0.46
AT1G60940	AT1G60940.1,AT1G60940.2	43.28	59.43	53.58	30.14	34.60	31.81
AT1G60950	AT1G60950.1	81.99	140.92	86.83	76.00	70.34	92.80
AT1G60960	AT1G60960.1	40.63	48.19	44.32	19.20	36.97	30.98
AT1G60970	AT1G60970.1	0.00	0.18	0.07	0.77	0.72	0.00
AT1G60980	AT1G60980.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60983	AT1G60983.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60985	AT1G60985.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60986	AT1G60986.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60987	AT1G60987.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60989	AT1G60989.1	109.17	120.62	101.90	82.06	125.26	89.90
AT1G60990	AT1G60990.1,AT1G60990.2,AT1G60990.3	5.53	3.83	5.43	5.71	6.06	6.11
AT1G60995	AT1G60995.1	11.72	12.46	13.95	13.34	10.85	13.03
AT1G61000	AT1G61000.1	6.02	3.95	5.09	9.30	7.03	10.48
AT1G61010	AT1G61010.1,AT1G61010.2,AT1G61010.3	16.70	14.07	10.81	14.49	11.73	10.80
AT1G61020	AT1G61020.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61030	AT1G61030.1	6.78	7.16	5.64	5.76	6.27	5.06
AT1G61040	AT1G61040.1	18.19	16.76	21.32	15.93	16.51	14.24
AT1G61050	AT1G61050.1	13.06	7.86	10.15	14.96	13.55	13.90
AT1G61060	AT1G61060.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61065	AT1G61065.1	2.87	5.02	2.73	5.56	6.15	7.39
AT1G61070	AT1G61070.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61080	AT1G61080.1	0.75	0.38	0.49	0.59	0.71	0.42
AT1G61090	AT1G61090.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61093	AT1G61093.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61095	AT1G61095.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61097	AT1G61097.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61100	AT1G61100.1,AT1G61100.2	32.25	25.17	27.04	24.24	26.14	24.79
AT1G61105	AT1G61105.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61110	AT1G61110.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61120	AT1G61120.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61130	AT1G61130.1	0.00	0.00	0.49	1.03	1.93	1.68
AT1G61140	AT1G61140.1,AT1G61140.2,AT1G61140.3	7.18	6.27	6.89	6.42	7.78	8.79
AT1G61150	AT1G61150.1,AT1G61150.2,AT1G61150.3,AT1G61150.4,AT1G61150.5,AT1G61150.6,AT1G61150.7	65.32	63.55	63.79	58.95	52.65	61.63
AT1G61160	AT1G61160.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61165	AT1G61165.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61170	AT1G61170.1	7.86	4.23	4.98	10.22	8.02	4.67
AT1G61180	AT1G61180.1,AT1G61180.2	1.88	1.76	1.21	2.13	2.03	1.87
AT1G61190	AT1G61190.1	3.06	4.57	2.84	5.09	4.65	4.38
AT1G61200	AT1G61200.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61210	AT1G61210.1,AT1G61210.2	7.54	6.66	7.51	7.96	8.40	7.53
AT1G61215	AT1G61215.1	2.13	2.08	2.49	0.99	1.91	1.59
AT1G61224	AT1G61224.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61226	AT1G61226.1	0.00	7.04	0.00	0.00	3.50	0.00
AT1G61230	AT1G61230.1	2.51	2.02	1.35	2.29	1.83	1.08
AT1G61240	AT1G61240.1,AT1G61240.2,AT1G61240.3,AT1G61240.4	5.57	5.28	5.89	7.76	7.36	9.11
AT1G61250	AT1G61250.1,AT1G61250.2	102.70	115.79	106.21	83.89	83.07	90.82
AT1G61255	AT1G61255.1	0.00	0.00	0.00	0.38	0.43	0.90
AT1G61260	AT1G61260.1	6.66	6.26	7.44	9.06	8.60	6.95
AT1G61270	AT1G61270.1	0.26	0.00	0.00	0.11	0.11	0.27
AT1G61275	AT1G61275.1	0.00	0.00	19.20	10.00	16.29	62.93
AT1G61280	AT1G61280.1	8.39	4.31	2.39	8.10	6.04	5.66
AT1G61290	AT1G61290.1	0.10	0.19	0.00	0.11	0.00	0.07
AT1G61300	AT1G61300.1	0.43	1.30	0.52	0.62	0.65	0.79
AT1G61310	AT1G61310.1	1.95	2.36	2.01	4.10	4.89	3.74
AT1G61320	AT1G61320.1	0.00	0.00	0.06	0.03	0.02	0.15
AT1G61330	AT1G61330.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61340	AT1G61340.1,AT1G61340.2	3.03	5.30	2.23	5.36	3.04	2.37
AT1G61350	AT1G61350.1	8.50	5.99	5.64	9.24	6.77	8.24
AT1G61353	AT1G61353.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61360	AT1G61360.1,AT1G61360.2	21.49	15.56	20.91	13.64	16.67	14.05
AT1G61370	AT1G61370.1	9.49	7.45	13.33	7.25	8.61	7.13
AT1G61380	AT1G61380.1	2.62	3.70	3.25	3.08	2.82	2.18
AT1G61390	AT1G61390.1,AT1G61390.2	0.24	0.22	0.62	0.58	0.57	0.68
AT1G61400	AT1G61400.1	0.69	1.32	1.09	0.61	1.37	1.09
AT1G61410	AT1G61410.1	2.46	1.90	1.44	0.65	1.24	0.51
AT1G61415	AT1G61415.1,AT1G61415.2	0.55	0.00	0.52	0.32	1.05	1.41
AT1G61420	AT1G61420.1	1.54	1.61	0.96	1.12	0.76	1.05
AT1G61430	AT1G61430.1	2.82	3.48	3.32	3.93	4.49	4.69
AT1G61440	AT1G61440.1	0.64	0.22	1.04	2.32	1.45	1.34
AT1G61450	AT1G61450.1	0.78	0.51	3.41	2.21	1.41	3.08
AT1G61460	AT1G61460.1	0.53	0.39	0.44	0.68	1.12	1.08
AT1G61470	AT1G61470.1	0.47	1.23	1.94	2.75	1.99	2.55
AT1G61475	AT1G61475.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61480	AT1G61480.1	0.08	0.04	0.33	0.37	0.74	0.20
AT1G61490	AT1G61490.1	3.01	1.73	2.25	2.95	2.54	2.80
AT1G61500	AT1G61500.1	0.66	0.56	0.85	0.51	0.42	1.14
AT1G61510	AT1G61510.1	0.00	0.00	0.06	0.00	0.08	0.16
AT1G61520	AT1G61520.1,AT1G61520.2,AT1G61520.3	25.93	21.57	22.90	17.61	17.31	27.09
AT1G61540	AT1G61540.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61542	AT1G61542.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61550	AT1G61550.1	0.55	0.34	0.35	1.04	0.55	0.70
AT1G61560	AT1G61560.1,AT1G61560.2,AT1G61560.3,AT1G61560.4	7.28	7.47	12.39	9.71	8.53	13.32
AT1G61563	AT1G61563.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61566	AT1G61566.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61570	AT1G61570.1	72.59	70.96	56.32	152.56	90.02	114.77
AT1G61575	AT1G61575.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61580	AT1G61580.1	13.14	12.07	10.42	32.03	22.17	23.38
AT1G61590	AT1G61590.1	54.95	21.20	50.28	18.82	39.11	32.88
AT1G61600	AT1G61600.1	4.69	6.25	3.62	5.53	4.07	6.47
AT1G61610	AT1G61610.1	0.00	0.00	0.06	0.04	0.11	0.09
AT1G61620	AT1G61620.1	48.73	56.54	47.52	42.72	39.57	39.22
AT1G61630	AT1G61630.1	0.00	0.00	0.00	0.28	0.00	0.00
AT1G61640	AT1G61640.1,AT1G61640.2	5.84	3.87	4.56	8.43	4.51	7.65
AT1G61650	AT1G61650.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61660	AT1G61660.1,AT1G61660.2,AT1G61660.3,AT1G61660.4	22.14	25.69	24.98	19.08	19.26	17.33
AT1G61665	AT1G61665.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61667	AT1G61667.1	32.68	31.71	26.88	46.94	54.44	52.49
AT1G61670	AT1G61670.1	20.90	19.90	21.75	26.18	24.34	25.80
AT1G61680	AT1G61680.1,AT1G61680.2	0.00	0.00	0.24	0.03	0.00	0.06
AT1G61685	AT1G61685.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61688	AT1G61688.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61690	AT1G61690.1	19.14	19.08	20.70	12.24	13.52	14.47
AT1G61700	AT1G61700.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61710	AT1G61710.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61720	AT1G61720.1	0.16	0.00	0.00	0.35	0.51	0.58
AT1G61730	AT1G61730.1	14.51	16.38	14.78	27.54	19.22	21.56
AT1G61732	AT1G61732.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61740	AT1G61740.1	72.30	59.27	99.21	19.58	26.85	24.07
AT1G61750	AT1G61750.1	7.34	8.17	11.40	2.21	4.95	4.84
AT1G61760	AT1G61760.1	1.39	0.68	4.61	1.32	1.17	1.50
AT1G61770	AT1G61770.1	59.54	53.72	62.12	66.26	52.33	51.13
AT1G61780	AT1G61780.1	69.49	62.49	87.78	77.49	81.46	78.74
AT1G61790	AT1G61790.1	98.89	95.82	88.40	106.89	69.77	97.36
AT1G61795	AT1G61795.1	16.63	18.15	19.48	16.14	16.52	17.12
AT1G61800	AT1G61800.1	0.00	0.22	0.00	0.30	0.13	0.20
AT1G61810	AT1G61810.1,AT1G61810.2,AT1G61810.3	8.53	13.51	11.82	2.91	4.19	5.65
AT1G61820	AT1G61820.1,AT1G61820.3	55.98	61.58	58.04	28.87	37.87	33.75
AT1G61830	AT1G61830.1	0.03	0.01	0.54	0.23	0.52	0.01
AT1G61840	AT1G61840.1	3.74	2.14	2.51	2.74	3.33	2.97
AT1G61850	AT1G61850.1,AT1G61850.2	11.69	9.96	10.10	10.96	11.56	9.72
AT1G61860	AT1G61860.1	2.29	4.20	1.38	2.51	1.39	1.50
AT1G61870	AT1G61870.1	13.28	16.36	18.15	31.88	19.07	22.79
AT1G61880	AT1G61880.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61890	AT1G61890.1	19.99	23.74	18.87	18.05	17.47	17.66
AT1G61900	AT1G61900.1,AT1G61900.2,AT1G61900.3	10.00	7.54	10.12	7.29	7.38	7.91
AT1G61910	AT1G61910.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61920	AT1G61920.1	0.00	0.00	0.00	0.70	0.00	0.56
AT1G61930	AT1G61930.1	6.55	1.25	3.27	16.22	10.71	23.13
AT1G61940	AT1G61940.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61950	AT1G61950.1	1.69	2.56	2.07	1.64	1.44	2.32
AT1G61960	AT1G61960.1	2.26	1.26	2.27	3.13	2.77	2.79
AT1G61970	AT1G61970.1,AT1G61970.2	1.59	1.62	2.97	1.78	1.27	1.70
AT1G61980	AT1G61980.1	3.82	3.40	3.24	6.90	5.27	4.30
AT1G61990	AT1G61990.1	5.80	7.13	6.48	10.15	5.74	8.11
AT1G62000	AT1G62000.1	0.92	0.00	0.00	0.95	0.77	0.16
AT1G62010	AT1G62010.1	2.47	2.96	2.34	4.97	3.20	2.10
AT1G62020	AT1G62020.1	24.95	28.71	19.99	31.50	22.52	23.07
AT1G62030	AT1G62030.1	0.00	0.17	0.00	0.25	0.75	0.27
AT1G62035	AT1G62035.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62040	AT1G62040.1,AT1G62040.2	67.57	90.64	100.14	49.39	58.24	58.83
AT1G62045	AT1G62045.1	4.68	9.60	6.40	14.82	10.43	6.77
AT1G62050	AT1G62050.1	0.46	3.16	1.04	2.81	2.15	2.37
AT1G62055	AT1G62055.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62060	AT1G62060.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62070	AT1G62070.1	0.00	0.00	0.00	0.00	0.00	0.29
AT1G62075	AT1G62075.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62080	AT1G62080.1	0.00	0.00	0.00	0.20	0.00	0.33
AT1G62085	AT1G62085.1	2.12	1.75	2.19	2.45	1.42	2.02
AT1G62090	AT1G62090.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62095	AT1G62095.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62110	AT1G62110.1	1.38	1.56	2.79	5.57	3.05	3.01
AT1G62120	AT1G62120.1	1.41	2.36	2.06	2.45	3.16	3.68
AT1G62130	AT1G62130.1	2.09	2.04	2.68	2.23	2.32	2.06
AT1G62150	AT1G62150.1	0.79	0.64	0.50	1.17	0.43	0.74
AT1G62160	AT1G62160.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62170	AT1G62170.1,AT1G62170.2	0.00	0.00	0.00	0.00	0.00	0.10
AT1G62180	AT1G62180.1,AT1G62180.2	42.81	38.66	36.19	54.81	48.36	52.22
AT1G62181	AT1G62181.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62190	AT1G62190.1	0.33	3.27	1.37	3.07	1.81	1.70
AT1G62200	AT1G62200.1	23.38	21.63	28.23	17.76	21.41	21.64
AT1G62210	AT1G62210.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62214	AT1G62214.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62220	AT1G62220.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62225	AT1G62225.1	0.51	1.41	3.71	2.99	3.58	1.35
AT1G62230	AT1G62230.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62240	AT1G62240.1	0.76	0.16	1.17	0.65	0.00	0.00
AT1G62250	AT1G62250.1,AT1G62250.2	11.47	9.57	13.45	11.10	8.53	9.96
AT1G62260	AT1G62260.1	2.28	0.76	0.61	1.22	1.29	0.81
AT1G62262	AT1G62262.1	0.00	0.38	0.03	0.80	1.21	1.26
AT1G62270	AT1G62270.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62280	AT1G62280.1	3.59	6.71	10.94	7.05	3.02	3.87
AT1G62290	AT1G62290.1,AT1G62290.2	1.68	0.15	1.78	0.98	0.78	0.79
AT1G62300	AT1G62300.1	22.19	33.27	21.41	27.30	20.61	28.91
AT1G62301	AT1G62301.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62305	AT1G62305.1,AT1G62305.2	4.12	4.48	2.19	5.17	2.29	4.59
AT1G62310	AT1G62310.1	4.13	3.45	4.63	3.14	3.45	3.61
AT1G62320	AT1G62320.1	5.47	6.72	6.50	5.66	5.66	6.97
AT1G62330	AT1G62330.1	11.99	12.98	14.01	13.31	11.81	11.78
AT1G62333	AT1G62333.1	0.29	3.10	1.34	0.30	2.75	1.21
AT1G62340	AT1G62340.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62350	AT1G62350.1	1.74	1.63	1.99	5.03	1.95	3.94
AT1G62355	AT1G62355.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62360	AT1G62360.1	0.00	0.00	0.11	0.00	0.00	0.00
AT1G62370	AT1G62370.1	20.25	26.41	17.16	20.70	17.18	25.34
AT1G62380	AT1G62380.1	187.88	126.02	219.69	216.48	220.13	198.48
AT1G62390	AT1G62390.1	36.89	37.45	31.08	34.06	30.69	30.89
AT1G62400	AT1G62400.1	0.39	0.41	0.02	0.48	0.35	0.57
AT1G62410	AT1G62410.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62420	AT1G62420.1	0.98	1.42	2.31	1.04	1.07	1.49
AT1G62421	AT1G62421.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62422	AT1G62422.1	20.78	27.20	29.66	15.12	16.21	13.66
AT1G62430	AT1G62430.1	5.66	6.14	7.61	8.08	5.25	6.47
AT1G62440	AT1G62440.1	3.24	3.91	2.89	3.42	2.90	3.10
AT1G62450	AT1G62450.1	0.00	0.00	0.10	0.00	0.00	0.00
AT1G62460	AT1G62460.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62480	AT1G62480.1	1665.82	1559.57	1782.45	916.20	958.15	857.72
AT1G62490	AT1G62490.1	0.11	0.00	0.00	0.00	0.00	0.57
AT1G62500	AT1G62500.1	0.55	1.09	0.35	1.37	0.10	0.00
AT1G62510	AT1G62510.1	64.76	56.42	66.45	22.60	26.59	39.87
AT1G62520	AT1G62520.1	1.22	2.00	2.20	4.89	3.97	3.64
AT1G62530	AT1G62530.1,AT1G62530.2	0.00	1.38	0.35	0.26	0.15	0.28
AT1G62540	AT1G62540.1	0.12	0.00	0.00	0.08	0.03	0.40
AT1G62550	AT1G62550.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62560	AT1G62560.1	0.75	2.62	1.03	13.87	8.07	12.52
AT1G62570	AT1G62570.1	113.93	168.29	138.02	134.07	148.85	146.84
AT1G62580	AT1G62580.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62590	AT1G62590.1	0.37	0.37	0.24	0.12	0.23	0.15
AT1G62600	AT1G62600.1	11.09	11.88	14.70	9.52	9.16	7.97
AT1G62610	AT1G62610.1,AT1G62610.2,AT1G62610.3,AT1G62610.4	7.30	6.03	10.36	7.59	10.76	12.05
AT1G62620	AT1G62620.1	0.45	0.11	0.06	1.01	0.14	0.00
AT1G62630	AT1G62630.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62640	AT1G62640.1,AT1G62640.2	14.59	13.98	11.85	16.30	12.61	13.98
AT1G62650	AT1G62650.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62660	AT1G62660.1	145.83	169.37	152.76	128.44	149.41	151.67
AT1G62670	AT1G62670.1	2.16	2.26	2.59	2.55	1.80	1.15
AT1G62680	AT1G62680.1	0.86	1.59	0.88	2.04	1.91	1.39
AT1G62690	AT1G62690.1	0.77	0.68	0.24	0.71	0.00	0.91
AT1G62695	AT1G62695.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62700	AT1G62700.1	0.39	1.26	0.95	1.36	0.48	0.80
AT1G62710	AT1G62710.1	6.02	7.43	10.78	11.59	6.98	7.42
AT1G62720	AT1G62720.1	0.15	0.09	0.06	0.39	0.36	0.34
AT1G62730	AT1G62730.1	13.68	9.40	10.46	12.85	9.20	12.15
AT1G62740	AT1G62740.1	41.21	38.49	38.46	65.13	51.14	61.87
AT1G62750	AT1G62750.1	17.36	40.94	15.58	14.91	20.47	22.74
AT1G62760	AT1G62760.1	0.00	0.00	0.44	0.00	0.00	0.00
AT1G62766	AT1G62766.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62770	AT1G62770.1	153.66	148.01	172.97	77.70	67.81	59.87
AT1G62780	AT1G62780.1	3.03	2.46	2.92	2.96	2.70	2.96
AT1G62790	AT1G62790.1,AT1G62790.2	96.25	104.88	121.89	137.12	114.87	132.04
AT1G62800	AT1G62800.1,AT1G62800.2	32.84	31.70	31.73	38.47	30.81	38.18
AT1G62810	AT1G62810.1	10.05	9.59	11.74	4.12	5.20	4.35
AT1G62820	AT1G62820.1	34.43	40.67	42.62	54.75	47.08	50.33
AT1G62830	AT1G62830.1	5.05	6.18	7.14	7.11	7.57	7.22
AT1G62835	AT1G62835.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62840	AT1G62840.1	12.83	13.59	17.74	5.51	10.97	10.08
AT1G62850	AT1G62850.2,AT1G62850.3	5.38	6.33	4.56	5.15	6.32	7.08
AT1G62860	AT1G62860.1	1.33	1.47	0.99	1.93	1.07	0.99
AT1G62863	AT1G62863.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62870	AT1G62870.1	1.81	3.16	2.09	8.01	6.89	6.03
AT1G62880	AT1G62880.1,AT1G62880.2	16.15	22.16	20.20	14.22	19.96	16.69
AT1G62886	AT1G62886.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62890	AT1G62890.1	0.00	0.00	0.00	0.00	0.07	0.33
AT1G62900	AT1G62900.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62910	AT1G62910.1	1.14	0.68	1.17	1.70	1.20	0.79
AT1G62914	AT1G62914.1	4.02	4.23	3.75	2.14	3.29	3.41
AT1G62920	AT1G62920.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62930	AT1G62930.1	2.56	1.97	1.70	2.44	2.13	1.73
AT1G62935	AT1G62935.1	0.06	6.08	0.00	0.52	0.36	1.06
AT1G62940	AT1G62940.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62950	AT1G62950.1	1.38	1.31	0.74	2.39	1.79	2.50
AT1G62960	AT1G62960.1	10.13	9.82	8.36	10.53	10.50	9.06
AT1G62970	AT1G62970.1	8.13	6.50	7.39	5.16	5.46	4.64
AT1G62975	AT1G62975.1	10.94	32.11	10.54	37.68	46.39	42.71
AT1G62978	AT1G62978.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G62980	AT1G62980.1	23.13	24.57	33.97	27.89	20.45	32.77
AT1G62981	AT1G62981.1,AT1G62981.2	1.77	0.82	2.21	0.80	0.93	1.69
AT1G62990	AT1G62990.1	13.08	11.88	18.51	13.10	13.80	12.48
AT1G63000	AT1G63000.1	149.01	196.89	147.07	243.78	178.23	214.81
AT1G63005	AT1G63005.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G63010	AT1G63010.1,AT1G63010.2,AT1G63010.3,AT1G63010.4,AT1G63010.5	34.90	30.60	29.41	31.81	31.98	35.01
AT1G63020	AT1G63020.1,AT1G63020.2	0.97	0.75	0.96	1.04	1.20	0.75
AT1G63030	AT1G63030.1,AT1G63030.2	0.00	0.00	0.00	0.16	0.00	0.00
AT1G63040	AT1G63040.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G63050	AT1G63050.1	22.61	21.60	22.71	26.93	19.40	18.22
AT1G63055	AT1G63055.1	3.23	0.17	2.27	0.53	8.65	1.19
AT1G63057	AT1G63057.1,AT1G63057.2	5.17	1.25	5.08	0.53	6.53	2.46
AT1G63060	AT1G63060.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G63070	AT1G63070.1	0.36	0.05	0.17	0.06	0.16	0.09
AT1G63080	AT1G63080.1	0.94	1.03	0.85	1.05	0.34	1.62
AT1G63090	AT1G63090.1	4.35	5.36	5.47	6.18	6.15	8.03
AT1G63100	AT1G63100.1	6.65	6.20	5.64	10.48	7.77	6.87
AT1G63105	AT1G63105.1	0.00	0.00	0.00	0.60	0.00	1.90
AT1G63110	AT1G63110.1,AT1G63110.2,AT1G63110.3	17.05	15.32	17.71	16.64	16.69	11.23
AT1G63120	AT1G63120.1	17.76	20.83	17.15	15.76	17.17	11.61
AT1G63130	AT1G63130.1	3.91	2.29	2.11	3.43	3.39	2.97
AT1G63140	AT1G63140.1,AT1G63140.2	0.00	0.47	0.00	0.27	0.00	0.00
AT1G63150	AT1G63150.1	0.01	0.04	0.26	0.65	0.10	0.02
AT1G63160	AT1G63160.1	12.67	14.05	13.82	14.78	11.95	13.55
AT1G63170	AT1G63170.1	19.48	26.95	21.34	23.65	20.75	19.50
AT1G63180	AT1G63180.1	31.37	25.51	28.43	3.15	7.47	5.66
AT1G63190	AT1G63190.1	0.00	0.00	0.29	0.17	0.17	0.35
AT1G63200	AT1G63200.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G63205	AT1G63205.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G63206	AT1G63206.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G63210	AT1G63210.1	0.00	0.00	0.00	0.03	0.00	0.09
AT1G63220	AT1G63220.1,AT1G63220.2	123.63	122.27	112.17	126.38	86.09	108.04
AT1G63230	AT1G63230.1	0.00	0.05	0.00	0.00	0.04	0.00
AT1G63240	AT1G63240.1	4.12	3.53	3.56	3.30	4.56	5.37
AT1G63245	AT1G63245.1	7.21	0.00	4.39	18.15	5.61	19.47
AT1G63250	AT1G63250.1	2.26	1.99	2.69	4.25	3.28	2.54
AT1G63260	AT1G63260.1,AT1G63260.2,AT1G63260.3	1.79	0.99	2.18	3.37	2.62	2.05
AT1G63270	AT1G63270.1	10.06	7.79	15.46	10.85	9.61	8.08
AT1G63280	AT1G63280.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G63290	AT1G63290.1	48.98	61.35	56.92	56.41	38.45	50.93
AT1G63295	AT1G63295.1	8.16	12.53	16.68	17.32	18.30	23.08
AT1G63300	AT1G63300.1	5.50	4.87	5.72	7.15	6.95	6.09
AT1G63310	AT1G63310.1	23.81	18.91	32.26	25.84	34.10	20.55
AT1G63320	AT1G63320.1	0.66	0.98	1.15	0.00	0.23	0.58
AT1G63330	AT1G63330.1	1.26	1.79	0.63	1.23	1.27	1.86
AT1G63340	AT1G63340.1	0.00	0.32	0.04	0.14	0.02	0.00
AT1G63350	AT1G63350.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G63360	AT1G63360.1	0.00	0.00	0.00	0.00	0.00	0.00
AT1G63370	AT1G63370.1	0.02	0.00	0.02	0.00	0.00	0.00
AT1G63380	AT1G63380.1,AT1G63380.2	1.62	1.65	0.00	2.58	0.30	1.92
AT1G63390	AT1G63390.1	13.90	15.72	20.99	22.34	16.18	13.68
AT1G63400	AT1G63400.1	1.06	1.85	0.85	0.75	1.12	0.62
AT1G63410	AT1G63410.1	11.03	15.75	21.00	5.86	7.22	10.88
AT1G63420	AT1G63420.1	12.03	16.74	13.37	9.34	9.79	9.68
AT1G63430	AT1G63430.1,AT1G63430.2	17.40	19.95	18.24	17.64	16.29	15.54
AT1G63440	AT1G63440.1	22.55	26.90	24.20	16.77	17.37	17.98
AT1G63450	AT1G63450.1	7.59	5.06	5.59	6.06	5.77	7.64
AT1G63460	AT1G63460.1	100.00	94.43	106.72	111.08	100.23	103.80
AT1G63470	AT1G63470.1	5.57	6.11	4.52	8.37	5.51	8.12
