,Geneid,gene_name,SRR3655795Aligned.sortedByCoord.out.bam,SRR3655801Aligned.sortedByCoord.out.bam,SRR3655791Aligned.sortedByCoord.out.bam,SRR3655798Aligned.sortedByCoord.out.bam,SRR3655797Aligned.sortedByCoord.out.bam,SRR3655799Aligned.sortedByCoord.out.bam,SRR3655793Aligned.sortedByCoord.out.bam,SRR3655800Aligned.sortedByCoord.out.bam,SRR3655802Aligned.sortedByCoord.out.bam,SRR3655792Aligned.sortedByCoord.out.bam,SRR3655794Aligned.sortedByCoord.out.bam,SRR3655796Aligned.sortedByCoord.out.bam
2581,ftr27,,26,19,10,1,1,9,5,20,30,26,10,56
2582,fzd8b,,6,8,11,14,14,5,17,16,14,18,35,15
2583,LOC110437898,,231,369,153,359,359,778,352,2094,1002,340,877,605
2584,si:ch211-77g15.32,,87,170,25,186,186,512,506,1258,346,63,1085,179
2585,klf6b,,4,7,0,3,3,8,2,24,17,2,2,8
2586,pitrm1,,38,96,44,78,78,63,54,179,252,116,157,115
2587,pfkpb,,44,79,20,114,114,75,30,229,188,57,83,100
2591,si:dkeyp-12a9.5,,0,0,0,0,0,0,0,0,0,0,0,0
2592,gigfy2,,256,193,215,326,326,226,218,605,519,556,582,591
2593,LOC793909,,31,41,19,124,124,33,37,93,96,50,75,72
2594,lpar5a,,234,104,117,375,375,107,224,289,264,317,567,556
2595,itm2cb,,29,58,11,212,212,66,25,217,133,54,72,66
2596,hes6,,24,33,24,38,38,63,29,157,98,32,60,73
2597,per2,,1838,660,1532,612,612,657,1583,1607,1732,3772,3766,4499
2602,si:dkeyp-94g1.1,,2,3,1,2,2,2,0,7,8,2,5,6
2603,si:dkey-53k12.2,,56,105,28,272,272,123,56,268,257,83,185,126
2604,LOC101885053,,15,15,10,22,22,8,16,16,26,31,45,25
2605,LOC110437901,,22,3,1,15,15,10,4,15,8,2,12,48
2606,LOC101883813,,18,49,53,358,358,42,44,128,144,117,102,71
2607,LOC101882795,,504,822,209,404,404,910,106,2224,2013,470,253,1124
2608,svilb,,226,297,214,68,68,198,145,549,732,548,389,559
2609,LOC103910129,,0,0,0,0,0,0,0,0,0,1,0,0
2611,kcnj9,,2,2,3,2,2,6,2,10,3,6,10,7
2612,cdc34b,,298,1085,411,869,869,1227,401,3104,2810,1033,1016,705
2613,abhd17aa,,71,179,69,139,139,160,62,378,423,170,168,197
2614,si:ch211-168n16.1,,0,0,0,1,1,22,1,82,1,2,3,3
2615,LOC101882856,,27,16,20,36,36,6,37,17,44,51,64,45
2616,rorcb,,92,44,15,119,119,175,24,401,107,46,66,206
2617,sh3gl1a,,170,550,285,305,305,425,270,1102,1426,650,649,445
2618,stap2a,,18,80,96,14,14,43,58,119,174,202,150,44
2619,si:dkey-69c1.1,,0,0,0,2,2,0,0,0,2,2,1,0
2620,sema4e,,246,571,379,301,301,507,301,1234,1421,838,702,595
2621,cactin,,295,380,345,509,509,485,343,1109,1054,873,762,709
2622,si:ch211-209f23.6,,27,39,23,608,608,47,24,127,99,56,82,82
2623,si:ch211-209f23.7,,0,0,1,0,0,0,1,0,0,4,0,0
2624,urgcp,,4,675,1348,1680,1680,353,387,838,1724,3406,898,7
2625,LOC101882528,,0,0,0,0,0,2,0,0,0,0,0,0
2626,wdr48b,,56,115,68,115,115,153,62,380,277,177,166,172
2627,blvra,,34,30,30,24,24,22,20,75,89,61,63,55
2628,coa1,,35,110,77,78,78,108,81,253,241,201,182,107
2629,hecw1b,,4,5,3,13,13,9,3,10,4,3,2,11
2630,ccr12a,,0,0,0,0,0,1,0,0,0,0,1,0
2632,zcchc2,,0,2,2,13,13,5,3,9,9,5,7,5
2633,exoc3,,32,35,16,1,1,6,3,19,66,35,6,40
2636,cul1a,,8,42,6,40,40,26,4,88,119,7,15,19
2638,viml,,10,21,18,9,9,28,11,68,47,27,24,20
2639,pde1cb,,2,4,4,4,4,2,1,6,3,4,11,15
2640,neurod6b,,0,3,0,1,1,0,1,3,0,0,2,0
2641,xcr1b.3,,14,41,6,1244,1244,66,65,161,109,24,134,45
2642,xcr1b.2,,3,9,3,41,41,16,5,41,27,8,8,10
2643,xcr1b.1,,48,20,14,44,44,47,56,115,65,30,96,80
2644,fyco1b,,73,140,99,324,324,242,73,622,359,257,211,146
2647,LOC100332501,,0,0,6,0,0,0,0,0,0,10,0,0
2654,eef1da,,9224,3657,10417,3717,3717,4400,4575,11431,9070,26288,11444,22171
2655,ftr87,,9,1,4,2,2,7,3,11,12,6,16,15
2656,ftr67,,267,286,360,359,359,299,163,763,721,926,464,680
2657,si:ch73-52e5.2,,34,85,20,66,66,61,13,140,217,56,44,78
2658,si:ch73-52e5.1,,241,121,217,149,149,91,226,225,348,576,600,548
2659,lrrc24,,1,5,1,6,6,3,0,9,7,1,3,3
2660,LOC100332108,,14,40,9,830,830,75,14,178,99,25,55,30
2661,pigrl4.2,,8,11,2,464,464,47,11,79,44,15,35,16
2662,pigrl3.9,,10,10,3,0,0,5,1,14,22,9,1,33
2663,LOC100332092,,5,4,6,0,0,6,1,7,2,1,4,4
2664,si:ch211-215e19.3,,59,30,27,1,1,37,1,89,68,44,1,163
2665,LOC110438127,,3,1,2,0,0,2,0,1,3,0,0,0
2666,pigrl3.5,,21,14,15,0,0,15,14,52,31,36,25,71
2667,LOC100331810,,55,21,9,2,2,22,2,50,66,32,8,127
2668,LOC103910136,,14,5,4,7,7,28,18,38,19,11,34,23
2669,LOC110437929,,0,1,0,0,0,0,0,1,0,0,0,0
2670,si:dkeyp-104b3.1,,8,3,2,2,2,18,0,49,8,8,6,12
2671,pigrl2.6,,8,14,10,162,162,39,30,102,42,36,42,26
2672,LOC100000863,,6,13,2,7,7,3,5,4,37,11,5,13
2673,pigrl2.4,,1,0,2,1,1,1,0,0,4,1,10,0
2674,pigrl2.3,,0,7,1,33,33,1,2,0,19,0,9,5
2676,LOC100148655,,0,0,1,4,4,3,0,6,0,7,3,0
2677,LOC101884032,,0,0,0,0,0,0,0,0,0,0,0,0
2678,si:ch211-9d9.7,,1,3,10,36,36,25,12,62,9,24,34,5
2679,LOC101884314,,0,3,0,0,0,5,0,7,4,2,2,0
2680,LOC110437904,,0,2,1,1,1,2,0,3,2,1,1,1
2681,pigr,,23,108,13,80,80,109,1,315,287,39,4,51
2682,dad1,,883,1622,1138,871,871,1794,1014,4638,4033,2668,2377,2091
2683,abhd4,,559,1150,737,817,817,1266,810,3262,2862,1859,2036,1326
2684,tgm1l1,,63,49,36,1093,1093,74,41,188,148,119,82,182
2685,LOC566646,,19,41,11,134,134,54,40,105,94,50,94,35
2686,LOC103908620,,10,56,0,3312,3312,58,9,117,116,4,16,28
2687,LOC103910140,,167,16112,75,42099,42099,3613,284,9131,39971,202,720,426
2688,LOC103910141,,175,181,138,264,264,595,112,1536,533,354,256,439
2689,LOC100329375,,310,1616,414,7529,7529,3424,477,8556,4023,1041,1021,718
2690,crygn1,,1,40,1,44,44,15,18,45,94,1,47,7
2691,LOC100331938,,22,37,52,81,81,34,38,97,97,117,89,76
2693,ccdc94,,161,316,178,282,282,295,209,779,740,403,482,363
2694,shda,,47,43,42,79,79,93,46,258,92,118,133,140
2696,LOC101884669,,3,0,1,15,15,20,0,64,4,1,0,0
2697,plpp2a,,99,43,133,189,189,104,161,271,110,347,341,264
2698,zgc:136336,,176,141,86,119,119,83,92,239,383,258,208,417
2699,chico,,66,63,37,180,180,107,60,296,143,140,184,185
2700,gna11b,,302,145,244,181,181,228,244,591,390,630,534,717
2701,LOC101885297,,4,0,1,0,0,0,1,1,0,0,0,9
2703,rab31,,15,18,7,72,72,44,17,80,63,29,36,41
2704,ralbp1,,275,254,179,395,395,368,181,989,679,491,458,692
2705,creb3l3b,,2265,663,1061,564,564,247,873,666,1772,2761,2369,5389
2707,LOC101882661,,0,0,0,0,0,0,0,0,0,0,1,0
2708,sirt6,,43,77,39,50,50,46,26,147,186,75,61,86
2709,si:ch211-182e10.4,,0,0,0,0,0,0,0,0,0,0,0,2
2712,hsd11b1lb,,174,175,136,162,162,601,73,1516,421,405,178,438
2716,ccl25a,,605,1410,711,1106,1106,2302,1055,5708,3445,1637,2562,1559
2717,ranbp3b,,291,506,334,472,472,466,340,1186,1353,806,916,715
2718,ctnnbl1,,129,424,147,283,283,279,191,783,1043,346,462,335
2719,capsla,,2,0,0,1,1,0,2,3,1,0,3,3
2721,LOC103910147,,4,1,4,1,1,2,3,5,2,7,6,6
2723,LOC100333521,,48,106,62,80,80,149,50,430,340,156,152,70
2725,LOC101882917,,0,0,1,1,1,7,0,15,0,3,0,0
2726,napgb,,9,8,7,11,11,13,2,26,19,18,3,40
2727,rab12,,12,22,13,58,58,31,16,86,53,41,41,38
2728,mtcl1,,3,12,1,26,26,4,3,25,29,4,6,3
2729,acss2l,,4,41,0,116,116,40,1,144,166,2,11,6
2730,ndufv2,,563,932,602,524,524,642,650,1649,2157,1420,1759,1496
2731,ankrd12,,601,714,659,625,625,790,656,2026,1689,1752,1658,1400
2732,twsg1a,,63,116,60,100,100,106,87,272,259,143,190,212
2733,rnf126,,117,125,88,254,254,129,113,376,325,245,262,233
2736,zmp:0000000521,,14,18,16,18,18,14,10,55,36,36,35,41
2738,rab8a,,285,263,367,607,607,499,499,1139,674,865,1206,728
2739,tpm4b,,109,233,56,1549,1549,290,97,800,608,119,252,239
2741,LOC101884800,,2,6,0,4,4,1,1,1,7,1,0,3
2742,LOC110438146,,0,0,0,1,1,0,0,2,0,0,0,0
2743,ap1m1,,117,258,80,1142,1142,361,112,926,688,205,279,242
2744,klf2b,,358,324,374,1353,1353,136,229,481,743,919,517,774
2745,eps15l1b,,83,40,106,102,102,89,42,223,127,251,153,215
2746,calr3b,,2107,6280,2129,2112,2112,3569,2525,8943,16256,5312,6856,5022
2749,cplx4c,,0,0,0,1,1,0,0,1,1,2,1,0
2750,nmrk2,,4510,3574,1083,1562,1562,4361,4311,10657,8931,2505,10094,10569
2751,loxl5b,,6,9,1,9,9,15,3,30,35,2,9,10
2752,LOC108180184,,37,40,10,3,3,33,7,116,94,19,35,98
2753,si:ch211-178n15.1,,8,13,10,93,93,21,3,61,24,40,17,10
2754,jund,,105,21,47,110,110,86,82,199,68,147,190,265
2755,pgpep1,,63,40,71,119,119,65,68,162,134,203,188,147
2756,upf1,,1042,1481,1000,1566,1566,1254,1109,3200,3724,2537,2853,2533
2757,LOC100330028,,10,4,5,2,2,1,6,8,10,13,16,13
2758,uba52,,20826,13774,18827,10280,10280,12141,14434,29158,32831,45803,34720,49824
2759,cers4b,,19,9,7,11,11,20,17,53,20,17,50,45
2760,LOC103910150,,0,2,0,1,1,0,0,2,1,0,0,1
2761,ctxn1,,0,0,1,3,3,1,0,0,0,0,0,0
2762,rab11bb,,301,116,123,163,163,123,80,299,311,285,238,646
2763,LOC100536182,,242,221,168,255,255,322,192,773,522,490,507,545
2764,si:ch211-243a15.1,,280,10,130,4,4,55,182,146,36,289,444,665
2765,gpx4b,,9238,5977,8050,1598,1598,5339,8088,13312,14840,19975,20993,22515
2766,polr2ea,,1,6,0,2,2,0,2,1,11,1,5,1
2767,hmha1a,,41,40,62,479,479,57,61,169,87,147,151,130
2768,sbno2a,,37,34,37,141,141,81,73,178,78,150,188,105
2769,zgc:85843,,952,915,1487,532,532,697,1244,1758,2348,3645,3212,2458
2772,slc25a42,,210,66,217,111,111,156,170,443,218,554,517,490
2774,armc6,,44,65,44,153,153,78,51,167,123,71,153,104
2775,eef2b,,150413,84912,152699,84400,84400,93836,117717,238117,216220,390310,308453,371240
2804,LOC555499,,115,167,158,284,284,215,140,557,382,316,363,315
2805,LOC100331115,,23,11,9,22,22,15,8,47,46,39,18,43
2806,mbd3a,,128,244,118,326,326,215,139,502,631,339,410,344
2807,si:ch1073-325m22.2,,989,2135,1010,1288,1288,1362,1183,3547,5339,2400,3063,2276
2809,LOC108180185,,0,0,0,1,1,1,0,9,0,0,0,2
2810,tcf3a,,54,50,70,79,79,105,75,229,120,195,172,141
2811,map2k2b,,123,175,139,299,299,206,127,478,526,301,328,315
2816,sf3a2,,516,1116,600,753,753,812,623,2110,2598,1487,1663,1267
2817,plekhj1,,223,271,173,592,592,361,254,895,673,495,618,554
2818,zgc:92789,,55,77,75,67,67,65,21,178,140,174,59,115
2819,si:dkeyp-68b7.7,,107,98,119,77,77,135,104,284,254,291,239,237
2821,si:dkeyp-68b7.5,,25,31,46,55,55,53,38,111,94,105,94,52
2822,LOC103910155,,0,0,0,0,0,0,0,1,0,0,0,0
2823,LOC108180186,,0,0,0,0,0,0,0,0,0,0,0,0
2824,si:ch73-203a8.1,,167,147,143,910,910,195,225,481,393,351,517,346
2825,si:ch211-155e24.3,,79,403,152,110,110,368,99,819,947,342,220,138
2826,LOC101882640,,70,174,89,205,205,168,47,442,462,233,104,179
2827,pvrl4,,321,193,185,312,312,381,238,797,500,451,590,723
2828,fcer1gl,,212,612,162,5283,5283,741,220,1991,1561,424,620,487
2829,ncstn,,184,450,363,540,540,736,240,1808,1154,880,626,508
2830,LOC553316,,146,89,103,437,437,159,138,378,229,231,373,386
2831,LOC100002591,,285,242,414,156,156,250,304,565,541,994,767,754
2832,LOC100538151,,193,206,493,109,109,143,242,359,477,1221,636,474
2833,pnp5b,,43,158,88,1706,1706,241,66,623,360,229,219,100
2834,LOC100329607,,0,0,13,17,17,0,0,0,0,37,1,0
2835,LOC100149117,,0,0,0,7,7,0,0,2,0,0,0,0
2836,LOC100332698,,3,0,1,3,3,12,3,16,0,6,10,6
2837,nop9,,142,112,155,159,159,131,162,331,304,409,362,388
2838,vapal,,563,726,541,602,602,605,573,1544,1793,1348,1413,1363
2841,epb41l3b,,14294,3963,13879,2407,2407,2700,7815,7089,10322,35471,20219,34637
2842,LOC101883651,,1,0,3,1,1,2,1,8,1,5,1,3
2843,prkab2,,99,165,132,193,193,170,115,526,402,358,292,345
2844,wu:fj49a02,,11,6,13,8,8,13,14,28,19,52,22,22
2845,LOC101884729,,0,2,0,1,1,1,0,2,2,0,0,0
2846,ptprsb,,12,8,18,27,27,18,25,29,20,59,61,32
2847,cirbpa,,2184,7349,2260,6576,6576,4786,2781,11965,17968,5551,6662,5518
2848,fem1a,,227,345,219,169,169,318,210,757,794,532,511,636
2849,LOC110438156,,182,106,271,85,85,86,222,262,269,656,462,474
2850,mau2,,210,289,259,270,270,342,221,873,764,616,576,528
2851,sugp1,,272,290,282,315,315,296,230,775,765,729,671,725
2852,LOC108180193,,0,0,0,0,0,0,0,0,0,0,0,0
2853,LOC108180196,,12,3,1,0,0,4,0,3,17,0,1,20
2854,LOC101884960,,3,0,0,0,0,0,0,2,1,1,0,2
2855,si:ch1073-391i24.1,,2,4,1,3,3,0,2,9,16,2,1,9
2856,stk11,,254,246,203,271,271,237,227,621,740,536,588,626
2857,LOC101886196,,2,2,1,6,6,1,1,7,3,1,0,5
2860,ftr65,,48,51,49,46,46,57,52,112,175,119,128,139
2861,ftr29,,41,28,11,27,27,54,48,149,64,26,92,105
2863,ftr95,,53,30,25,75,75,49,36,117,76,44,103,129
2864,ftr30,,138,67,85,100,100,115,118,284,155,189,301,274
2865,LOC108179017,,19,22,12,52,52,17,20,48,62,38,50,47
2866,LOC108180198,,16,19,6,20,20,12,10,33,32,21,39,37
2867,ftr33,,86,20,46,28,28,42,50,117,60,144,129,214
2868,ftr34,,54,39,26,50,50,158,85,394,90,84,161,124
2869,ftr35,,48,32,33,66,66,47,53,125,76,91,118,104
2870,zgc:173666,,30,5,6,34,34,45,21,88,9,22,52,69
2871,LOC101885914,,0,0,0,0,0,1,0,0,0,0,0,0
2872,LOC567984,,101,20,30,40,40,88,69,223,69,59,206,213
2873,LOC108180204,,3,3,1,3,3,0,8,0,9,1,5,1
2874,ftr37,,19,13,21,21,21,38,14,67,18,44,46,65
2875,ftr39p,,0,5,6,9,9,3,3,5,11,17,13,1
2876,LOC100006950,,513,522,551,275,275,789,753,1817,1332,1400,1696,1341
2877,LOC110438157,,1,16,4,11,11,0,20,1,27,18,41,10
2879,LOC101885376,,11,15,28,17,17,35,38,87,44,68,115,29
2880,zgc:110249,,10,63,13,24,24,15,17,45,136,16,56,17
2881,wu:fd06e11,,20,45,11,17,17,25,38,48,110,30,83,30
2882,LOC100537032,,6,1,2,10,10,2,10,8,1,6,12,7
2884,LOC100537082,,0,2,1,7,7,2,2,14,16,13,7,1
2885,LOC101885586,,13,15,1,16,16,7,12,33,30,14,14,16
2886,LOC792627,,4,2,9,3,3,15,4,30,4,8,6,5
2887,LOC108179097,,6,0,6,8,8,4,2,2,2,7,7,5
2889,kdelr3,,168,280,208,90,90,165,177,366,742,536,458,435
2891,zgc:174288,,17,84,42,30,30,33,86,63,179,120,192,52
2892,LOC101885714,,79,102,22,150,150,85,72,172,235,60,191,169
2893,LOC100537437,,1,0,0,0,0,16,0,61,0,0,1,0
2895,mhc1zfa,,37,9,11,144,144,66,25,123,24,31,64,91
2896,LOC563036,,269,211,171,505,505,57,124,129,525,475,345,702
2897,mhc1zja,,91,286,62,34,34,2,113,11,766,178,241,215
2898,LOC110438853,,0,0,0,0,0,0,0,0,0,0,1,0
2899,LOC101882242,,2,4,1,0,0,0,1,0,9,1,4,1
2900,si:dkey-167k11.5,,84,210,109,52,52,110,118,279,576,354,287,214
2901,si:ch73-308m11.1,,545,1352,1163,226,226,689,705,1681,3455,2864,1819,1292
2902,dicp1.1,,30,158,17,13,13,54,30,139,417,59,63,74
2903,zgc:194659,,321,92,1022,69,69,44,356,99,218,2591,847,794
2904,LOC103910168,,1,0,0,0,0,8,0,1,1,1,0,2
2905,LOC110437750,,1,0,2,3,3,7,1,17,2,4,2,2
2906,LOC103910169,,2,0,2,8,8,6,3,31,0,1,4,8
2907,dicp1.5-6,,4,6,2,2,2,13,4,52,24,6,8,12
2908,dicp1.7,,2,19,1,3,3,4,1,4,27,0,2,2
2909,LOC110438862,,2,9,2,0,0,1,3,7,31,3,4,3
2910,LOC110438870,,0,2,4,3,3,1,1,10,9,9,2,2
2911,LOC100007258,,0,0,0,1,1,0,0,0,0,0,0,0
2912,LOC108182910,,1,1,0,1,1,0,0,1,0,0,0,0
2913,LOC103910163,,15,14,6,5,5,37,11,94,26,23,23,38
2914,LOC103910162,,0,2,0,3,3,11,1,20,2,3,2,1
2915,LOC100535743,,1,1,1,6,6,1,1,7,6,5,1,1
2916,dicp1.17,,3,68,8,0,0,26,17,68,145,23,33,37
2917,dicp1.19,,0,0,2,3,3,0,0,1,2,4,0,3
2918,LOC108182761,,0,0,1,19,19,3,4,8,2,1,3,1
2919,LOC100334508,,3,0,0,207,207,6,1,15,2,0,2,2
2920,si:ch73-166o21.1,,86,55,41,150,150,102,66,243,120,135,143,190
2921,LOC101882750,,8,31,6,33,33,45,20,158,118,12,36,31
2922,LOC108182922,,0,0,0,4,4,4,0,7,0,0,0,0
2923,LOC562960,,4,126,31,221,221,1201,73,3011,284,107,133,24
2924,LOC101882698,,7,23,9,93,93,73,6,172,48,34,14,20
2926,irgf4,,7,7,6,4,4,82,19,220,32,21,62,9
2927,LOC110438783,,0,0,1,0,0,1,0,38,0,2,4,0
2928,LOC100535033,,0,0,0,0,0,0,0,0,0,0,0,0
2929,zgc:172051,,4,196,0,958,958,574,5,1607,526,0,17,5
2930,LOC108179091,,0,6,0,41,41,27,1,56,19,0,0,0
2931,zgc:172253,,0,5,1,15,15,42,0,42,14,0,2,0
2932,zgc:153921,,2,171,1,599,599,407,2,824,375,4,11,10
2933,LOC100007703,,5,251,0,899,899,1245,5,3262,674,3,12,14
2934,si:ch1073-322p19.1,,210,454,173,523,523,547,183,1434,1116,397,553,501
2935,srebf2,,780,2165,1094,3088,3088,4804,1066,12637,5719,2943,2742,2033
2936,LOC100005990,,193,172,153,167,167,183,106,404,425,326,276,399
2937,nol12,,188,145,137,264,264,135,101,360,423,304,293,473
2938,LOC108182762,,0,0,0,1,1,6,0,5,2,2,4,0
2939,triobpb,,356,612,419,448,448,513,359,1307,1638,1090,928,907
2940,ndufa6,,644,887,644,602,602,665,634,1800,2184,1462,1613,1564
2941,fam234b,,30,40,13,48,48,69,23,155,77,61,73,79
2942,poldip3,,217,328,195,354,354,266,224,712,801,566,532,600
2943,rrp7a,,253,188,226,164,164,186,247,499,549,575,607,569
2944,wbp2nl,,1401,1900,1365,4805,4805,1864,1136,4842,4849,3769,2816,3643
2945,si:ch1073-314i13.4,,146,76,104,82,82,84,121,199,199,284,334,298
2946,LOC103910166,,0,0,0,0,0,2,2,1,0,2,10,0
2947,tcf20,,602,444,532,580,580,543,496,1269,1067,1271,1252,1510
2948,LOC110438919,,2,5,1,1,1,1,9,1,2,3,31,2
2949,LOC100334883,,0,0,1,0,0,0,2,0,0,0,10,1
2950,tmem106c,,94,133,90,91,91,120,93,327,276,267,219,245
2951,LOC103910167,,23,41,44,42,42,42,4,99,65,97,9,38
2952,LOC110438926,,25,32,73,70,70,63,14,140,107,209,38,67
2953,LOC110438934,,0,2,1,0,0,1,0,2,1,0,1,0
2954,ddx47,,409,296,366,370,370,332,281,877,877,995,775,1054
2955,wbp11,,108,138,91,122,122,122,104,329,340,259,268,288
2956,bglap,,0,0,0,0,0,0,1,3,2,1,1,1
2957,LOC108182912,,1,0,2,1,1,6,1,4,2,6,0,0
2958,mgp,,0,12,1,0,0,6,3,21,30,2,19,4
2959,LOC108182916,,0,0,0,1,1,1,0,0,0,1,0,0
2960,LOC110438935,,0,0,0,0,0,0,0,0,0,0,0,0
2961,sox10,,10,14,12,57,57,4,1,16,37,28,2,23
2962,polr2f,,0,0,0,0,0,0,0,0,0,0,0,0
2963,LOC110438610,,0,0,3,0,0,0,0,0,0,1,0,0
2964,LOC110438930,,0,0,0,0,0,0,0,6,0,0,0,2
2965,LOC100004932,,0,0,0,0,0,0,0,0,0,0,0,0
2966,LOC100151285,,0,0,0,5,5,2,0,8,0,0,0,0
2967,LOC108179175,,8,33,21,38,38,57,21,184,79,46,47,18
2968,LOC108182764,,8,18,100,21,21,174,26,436,47,247,62,23
2969,LOC100333355,,28,13,4,17,17,41,29,107,33,9,78,72
2970,LOC108179174,,10,8,6,30,30,29,7,63,22,16,13,9
2971,LOC100005323,,22,96,48,254,254,388,10,929,204,111,28,65
2972,LOC560278,,0,74,44,1,1,82,57,216,205,104,176,1
2973,LOC110438928,,22,44,93,3,3,77,33,194,109,294,125,59
2974,LOC110438933,,0,0,1,1,1,1,0,4,0,1,1,1
2975,LOC100005640,,178,30,68,81,81,162,17,359,84,223,28,400
2976,LOC101882869,,111,14,17,5,5,98,0,225,47,53,0,322
2977,LOC100331400,,57,28,21,9,9,49,32,153,83,53,74,157
2978,LOC108182785,,23,2,16,0,0,15,4,31,9,51,19,52
2979,LOC100331609,,28,168,64,134,134,277,111,634,427,121,236,60
2980,LOC108182766,,5,12,5,3,3,251,5,616,21,7,10,4
2981,LOC569612,,14,14,50,194,194,615,2,1570,30,150,7,30
2982,LOC100331751,,1,73,64,56,56,265,84,567,169,167,185,5
2983,LOC101883001,,14,311,137,384,384,771,105,1804,797,302,274,30
2984,si:ch211-254c8.2,,18,78,39,48,48,89,36,205,185,73,91,48
2985,LOC103910179,,25,0,6,0,0,4,6,2,0,3,14,42
2986,LOC100005864,,72,63,81,408,408,637,13,1549,152,169,38,224
2987,LOC100005907,,32,16,157,153,153,472,131,1170,46,407,319,63
2988,zgc:101806,,86,2,18,0,0,633,90,1487,2,35,217,222
2989,zgc:152753,,109,10,1100,0,0,5882,104,14581,29,2649,250,280
2990,zgc:165583,,92,118,90,0,0,207,65,651,263,239,172,278
2991,si:ch211-254c8.3,,9,0,1,40,40,95,3,279,0,2,25,25
2992,LOC100006177,,0,1,594,0,0,1210,2,2970,7,1416,3,5
2993,si:dkey-88j15.3,,0,1,1,5,5,209,3,507,3,17,9,2
2996,LOC565905,,2,0,1,0,0,0,3,11,1,4,4,2
2997,LOC100534780,,28,51,14,34,34,82,19,168,106,35,63,83
2998,LOC103911705,,52,112,0,28,28,29,70,96,290,0,211,101
2999,LOC799889,,117,396,1,114,114,66,139,209,1022,3,367,300
3000,LOC566574,,0,0,0,14,14,10,1,24,0,0,6,2
3005,LOC100330866,,5,0,3,0,0,0,0,0,0,3,1,2
3006,LOC100331068,,12,3,18,1,1,0,3,0,10,42,9,29
3007,LOC103909249,,3,0,4,0,0,0,3,0,0,6,6,5
3008,LOC110438797,,0,0,0,0,0,0,0,0,0,0,0,0
3009,LOC108182767,,6,3,7,0,0,0,4,0,7,22,2,25
3010,LOC100331359,,0,0,3,0,0,0,0,0,0,3,0,0
3011,si:dkey-217f16.5,,3,1,3,3,3,13,0,26,6,1,6,10
3012,si:dkey-217f16.6,,4,4,4,11,11,14,7,17,29,18,24,17
3013,LOC100330007,,6,11,14,2,2,2,21,10,22,46,48,7
3015,LOC100329848,,27,29,11,40,40,0,11,1,43,18,39,56
3016,LOC110439324,,3,5,1,2,2,2,0,1,5,3,2,10
3017,LOC100329772,,0,0,0,0,0,0,1,0,1,0,5,0
3018,LOC101882729,,11,3,45,1,1,1,6,1,12,139,15,37
3019,LOC110438806,,6,8,43,0,0,0,19,0,13,103,44,27
3020,LOC110438807,,2,5,56,0,0,0,14,0,13,143,26,2
3021,LOC101883670,,6,18,97,0,0,19,38,44,40,176,79,20
3022,LOC108182911,,0,0,0,0,0,0,0,0,1,0,0,0
3023,LOC108179113,,0,1,0,0,0,0,0,0,0,0,1,0
3024,LOC571124,,0,2,1,4,4,0,1,0,4,4,1,0
3025,zgc:172090,,17,6154,43,3513,3513,740,597,1687,14900,136,1397,39
3026,LOC100007517,,0,659,0,730,730,3,513,4,1724,1,1213,0
3027,LOC108179126,,18,4181,58,3559,3559,587,805,1741,10257,158,2020,54
3028,LOC101883796,,0,715,0,475,475,1,127,0,1782,0,322,0
3029,zgc:122993,,0,0,0,6,6,0,1,0,7,0,4,1
3030,si:dkey-30g5.1,,0,0,0,1,1,0,0,0,0,0,0,0
3031,LOC100007467,,58,461,168,233,233,11,343,32,1083,454,731,123
3032,LOC792450,,18,7,38,0,0,109,30,261,19,55,71,64
3033,LOC792939,,2,1,19,0,0,0,3,1,0,38,3,4
3034,LOC793010,,3,0,22,0,0,48,2,124,0,43,1,18
3036,LOC103910188,,15,33,321,5,5,0,27,3,97,769,70,46
3037,tmem184bb,,0,2,2,15,15,36,0,77,6,13,5,7
3038,si:dkey-46g23.1,,63,85,106,111,111,112,76,281,213,269,210,160
3045,zmp:0000000896,,114,163,44,120,120,213,97,603,435,106,242,240
3046,cdc42ep1b,,10,21,11,25,25,12,10,26,53,14,16,21
3047,LOC101884245,,53,335,71,9,9,131,170,370,892,175,468,146
3048,LOC103910189,,39,235,24,32,32,211,145,527,557,43,364,108
3049,LOC100007754,,35,386,165,70,70,151,68,408,837,402,164,82
3050,pick1,,111,126,77,157,157,242,124,570,298,227,344,231
3051,trnar-ccu,,0,1,0,1,1,0,0,1,0,1,0,0
3052,plbd1,,116,247,295,543,543,361,188,1006,677,654,497,288
3053,LOC100329579,,173,537,105,132,132,242,60,667,1334,228,135,414
3054,art4,,325,1771,1201,537,537,1789,1123,4642,4379,2849,2723,874
3055,LOC101884769,,4,11,5,6,6,8,12,40,18,12,26,15
3056,LOC101884509,,99,102,15,11,11,44,60,123,302,59,154,177
3057,LOC100007727,,180,337,124,100,100,217,139,579,801,271,396,490
3058,gucy2c,,2117,4667,3149,2009,2009,5877,2392,15771,12462,8728,6447,5639
3059,LOC100007686,,429,179,452,125,125,163,270,416,444,1050,674,1010
3060,LOC101883092,,15,30,20,17,17,19,53,43,77,42,134,40
3061,LOC101883028,,7,183,13,9,9,13,93,47,478,36,232,45
3062,LOC110439322,,0,6,2,4,4,1,3,2,7,9,3,10
3064,LOC110437776,,0,1,1,2,2,1,1,5,6,6,8,0
