,Geneid,gene_name,SRR3655795Aligned.sortedByCoord.out.bam,SRR3655801Aligned.sortedByCoord.out.bam,SRR3655791Aligned.sortedByCoord.out.bam,SRR3655798Aligned.sortedByCoord.out.bam,SRR3655797Aligned.sortedByCoord.out.bam,SRR3655799Aligned.sortedByCoord.out.bam,SRR3655793Aligned.sortedByCoord.out.bam,SRR3655800Aligned.sortedByCoord.out.bam,SRR3655802Aligned.sortedByCoord.out.bam,SRR3655792Aligned.sortedByCoord.out.bam,SRR3655794Aligned.sortedByCoord.out.bam,SRR3655796Aligned.sortedByCoord.out.bam
2101,trpa1a,,44,136,41,238,238,145,73,324,309,99,134,125
2102,kcnb2,,48,51,46,26,26,33,48,88,129,100,121,129
2103,rpl7,,38109,22329,33320,16882,16882,22870,24179,57801,55151,85509,61792,93154
2104,rdh10b,,202,227,197,369,369,266,180,697,552,469,392,461
2105,ube2w,,89,156,86,125,125,146,114,367,342,240,299,206
2132,tceb1b,,279,599,235,639,639,502,301,1226,1573,693,828,676
2133,tmem70,,91,172,55,104,104,104,77,276,391,175,212,206
2134,LOC108179762,,9,2,3,4,4,2,8,2,5,3,8,9
2135,jph1b,,121,81,111,45,45,66,40,176,261,281,103,251
2136,pi15b,,0,3,1,0,0,3,0,11,8,0,1,2
2138,socs6b,,87,133,69,217,217,119,77,323,342,186,188,209
2142,fam173b,,48,74,52,27,27,44,54,133,179,145,156,138
2143,march6,,767,1758,624,1412,1412,1306,724,3401,4581,1607,1660,2035
2145,ctnnd2b,,8,9,10,11,11,13,12,23,26,47,30,25
2146,si:dkey-94e7.1,,17,182,18,19,19,148,52,350,428,37,109,37
2147,si:dkey-94e7.2,,57,173,80,44,44,289,281,704,459,185,685,159
2149,tcea1,,327,473,306,473,473,319,347,892,1156,795,813,738
2150,rgs20,,1,1,0,12,12,0,0,4,2,1,0,1
2151,atp6v1h,,319,798,342,3324,3324,1338,778,3001,1925,815,1822,733
2153,chmp5a,,5,5,2,5,5,9,7,24,15,11,11,21
2154,bag1,,92,246,120,256,256,208,120,495,561,245,307,197
2155,myl12.2,,195,221,289,234,234,205,102,569,628,796,261,491
2156,myom1a,,32,52,51,9,9,29,15,73,126,165,65,80
2157,lipin2,,1233,1878,1908,1119,1119,1970,1254,4808,4641,4916,3208,2992
2158,emilin2a,,129,217,60,467,467,157,110,480,516,169,264,375
2159,LOC101885430,,0,0,3,0,0,1,0,1,0,1,0,0
2160,adcyap1b,,37,99,22,63,63,96,19,284,262,39,40,97
2161,yes1,,823,1612,917,2969,2969,1433,1035,3451,3989,2283,2628,1966
2163,colec12,,253,367,211,1102,1102,478,193,1112,936,528,453,529
2164,stam,,193,313,225,690,690,433,207,1061,836,496,564,491
2166,cacnb2b,,2,1,1,3,3,3,2,18,3,0,7,1
2167,mrc1b,,181,313,62,2940,2940,398,147,1004,780,162,324,447
2168,si:ch211-106h4.4,,307,1177,683,467,467,394,2199,1015,3059,1684,5708,800
2170,si:ch211-106h4.5,,0,0,0,0,0,0,0,1,0,1,0,2
2172,si:ch211-106h4.9,,23,18,27,42,42,17,19,46,56,50,34,52
2173,si:ch211-106h4.12,,2122,1349,1611,519,519,1136,2173,3052,3579,4312,5843,5544
2174,ackr4a,,26,116,36,217,217,96,21,313,288,88,65,46
2175,e2f5,,1,14,0,30,30,13,1,34,24,3,3,7
2176,lrrcc1,,367,211,237,46,46,67,317,182,481,535,745,888
2179,retreg1,,0,0,1,10,10,12,1,28,5,7,5,4
2181,ranbp9,,329,444,365,434,434,430,292,1250,1208,917,761,699
2182,nol7,,249,341,236,317,317,271,255,622,917,641,615,649
2183,epdr1,,14,139,37,10,10,42,35,117,327,104,51,26
2184,stard3nl,,427,980,468,440,440,1230,422,2979,2450,1179,1065,946
2185,trgv2,,13,5,7,17,17,11,8,23,33,19,35,26
2187,LOC110438069,,0,0,1,1,1,1,0,0,0,2,0,0
2188,amph,,11,6,7,2,2,9,6,17,20,11,16,30
2189,otulinb,,199,425,286,193,193,413,201,1134,1124,621,487,542
2190,ankhb,,81,192,70,133,133,201,20,452,452,226,54,186
2191,mycb,,3320,595,1290,838,838,1065,2853,2805,1529,3254,6742,7905
2192,si:ch211-139k8.2,,44,41,34,27,27,31,48,69,64,77,98,100
2194,fam49ba,,229,797,213,1023,1023,557,286,1438,1783,538,743,512
2195,asap1a,,85,115,81,197,197,114,51,280,301,227,117,214
2196,ubtfl,,322,814,365,599,599,638,358,1668,1904,880,738,840
2197,slc4a2a,,35,35,31,64,64,14,3,47,102,74,9,59
2198,ttc19,,165,77,117,87,87,94,128,224,205,306,315,426
2199,faim2a,,54,37,69,83,83,87,42,252,129,171,111,118
2200,abcf2a,,377,587,137,1479,1479,488,238,1215,1596,322,556,926
2201,smarcd3a,,5,5,6,11,11,5,4,21,16,14,18,6
2202,tmub1,,411,553,492,449,449,529,461,1321,1338,1157,1097,1050
2203,fastk,,336,313,393,434,434,377,300,867,695,961,856,884
2204,LOC101886824,,1,1,0,1,1,0,2,0,0,0,7,0
2205,LOC110438071,,14,2,3,0,0,5,7,15,2,0,12,20
2206,si:dkeyp-73d8.6,,0,51,0,113,113,86,0,242,29,3,1,0
2207,si:dkeyp-73d8.8,,0,148,0,160,160,520,2,1311,409,1,1,8
2208,si:dkeyp-73d8.9,,3,575,0,95,95,1353,2,3949,1634,8,6,7
2209,LOC101887108,,0,0,0,0,0,0,0,0,0,0,0,0
2210,LOC101887030,,0,0,0,0,0,0,0,0,0,0,0,0
2211,puf60a,,705,783,636,656,656,548,557,1437,1935,1594,1454,1698
2212,nrbp2a,,292,185,261,925,925,382,365,970,500,579,893,710
2213,LOC101887149,,0,0,0,0,0,0,0,0,0,0,0,0
2214,klhl18,,62,81,40,130,130,108,81,213,231,125,168,136
2215,bfsp2,,10,32,24,5,5,12,25,38,62,51,42,18
2217,ccr9a,,986,286,579,1347,1347,412,883,1020,760,1246,2024,2403
2218,LOC110438072,,40,34,37,46,46,38,39,81,131,99,76,87
2219,prpf4ba,,251,323,297,352,352,410,251,1013,775,713,640,622
2220,si:dkey-154p10.3,,34,56,36,50,50,62,20,133,137,83,79,82
2222,tmem53,,86,125,97,71,71,120,106,286,341,208,272,249
2223,LOC108179926,,1,2,0,1,1,1,0,1,3,1,2,2
2224,rnf220a,,247,300,199,365,365,297,232,783,818,494,646,584
2225,klf17,,7,9,3,47,47,5,7,40,18,7,19,26
2226,slc6a9,,16,18,11,824,824,48,24,143,54,51,48,37
2227,ccdc24,,0,6,2,2,2,1,3,3,9,3,2,1
2228,zgc:113531,,66,47,40,11,11,18,24,68,93,106,75,154
2229,b4galt2,,3,1,1,5,5,9,0,12,7,1,1,5
2230,atp6v0b,,405,947,528,3268,3268,1124,644,2721,2321,1200,1596,954
2234,kif2c,,5,338,4,163,163,108,24,222,950,16,80,12
2235,ptch2,,207,194,318,88,88,138,161,378,511,750,417,524
2236,eif2b3,,91,135,69,178,178,133,121,368,384,178,288,238
2237,klhl20,,144,186,176,215,215,210,161,571,477,344,468,455
2238,cenpl,,9,53,2,37,37,30,10,52,156,1,19,10
2239,dars2,,83,111,56,81,81,94,56,228,284,138,174,186
2240,si:dkey-21n10.3,,0,0,0,0,0,0,0,0,0,0,0,0
2241,brinp2,,3,9,1,0,0,1,1,1,13,3,1,7
2242,astn1,,6,7,7,5,5,8,2,22,12,23,7,11
2243,pappa2,,155,93,32,62,62,144,20,380,210,78,65,382
2244,rfwd2,,82,168,96,214,214,193,112,432,426,281,298,208
2246,kiaa0040,,61,68,80,540,540,85,90,187,187,150,206,165
2247,tnw,,1,6,0,12,12,3,0,3,4,1,3,0
2248,mrps14,,187,264,211,155,155,173,232,482,566,530,573,454
2249,cacybp,,389,580,325,427,427,530,381,1417,1421,889,895,885
2250,plk3,,1897,281,757,2108,2108,446,1608,1049,685,2044,4081,4569
2251,si:dkey-4i23.5,,0,4,0,13,13,4,0,15,13,0,0,0
2252,tctex1d4,,0,2,0,1,1,0,0,0,0,0,0,1
2253,ankrd45,,2,0,2,2,2,0,1,0,1,0,1,0
2254,rasal2,,354,393,226,743,743,383,259,958,954,553,679,767
2255,dhx9,,637,1006,626,590,590,791,604,2108,2578,1635,1495,1543
2256,lamc1,,632,708,534,938,938,690,461,1616,1722,1419,1267,1525
2257,lamc2,,1,14,2,148,148,1,2,5,44,8,0,2
2258,nmnat2,,4,3,2,1,1,11,1,16,13,12,4,13
2259,smg7,,690,702,693,1033,1033,702,650,1931,1738,1734,1774,1804
2260,LOC110438073,,18,18,16,8,8,1,4,5,39,17,15,49
2261,trac,,444,492,293,317,317,291,532,703,1161,790,1318,1040
2262,LOC101884642,,0,1,1,1,1,0,0,1,2,1,2,1
2263,LOC101884705,,0,2,0,0,0,1,0,1,1,0,1,1
2264,LOC100535032,,0,2,2,1,1,1,4,4,3,2,3,0
2265,LOC108192206,,0,1,0,1,1,1,4,1,0,1,0,1
2266,LOC110440224,,0,13,0,0,0,1,1,6,36,4,0,0
2267,LOC110440225,,0,0,0,0,0,1,1,2,1,1,1,0
2268,LOC103910079,,1,0,0,0,0,0,0,3,0,1,0,0
2269,LOC101885895,,2,1,1,27,27,2,9,10,4,1,23,2
2270,LOC101885948,,6,3,4,2,2,2,2,8,6,3,17,3
2271,LOC103910083,,2,2,2,0,0,1,5,2,4,4,15,5
2272,LOC101885299,,3,0,3,0,0,2,1,1,1,2,2,3
2273,LOC101885372,,2,0,0,3,3,0,1,1,4,4,2,1
2274,LOC407628,,16,1,1,0,0,0,2,2,0,2,10,19
2275,LOC103910089,,0,0,0,0,0,0,0,0,0,0,0,1
2276,LOC108192208,,0,0,2,9,9,0,0,1,2,1,2,2
2278,LOC101885617,,0,1,0,3,3,0,2,0,1,0,4,0
2279,LOC101885740,,1,0,0,0,0,0,0,0,0,2,0,0
2280,LOC101885878,,4,2,1,0,0,1,0,0,4,3,1,4
2281,LOC100537001,,1,0,0,0,0,0,0,0,0,3,0,0
2282,LOC110437882,,0,5,2,0,0,0,2,0,8,2,0,0
2283,LOC100537101,,0,0,0,0,0,0,0,0,0,0,0,0
2284,LOC101886169,,0,3,3,0,0,5,0,6,4,4,3,0
2285,LOC101886270,,1,10,0,1,1,4,1,3,8,3,1,1
2286,LOC101886328,,0,1,0,0,0,0,0,0,1,0,0,0
2288,LOC101886456,,4,0,0,0,0,0,3,0,0,0,4,2
2289,LOC101886513,,0,0,1,0,0,0,0,0,0,0,1,1
2290,LOC100537985,,0,0,1,0,0,0,0,0,0,0,0,0
2291,LOC100331689,,0,1,23,0,0,0,1,5,2,29,1,2
2292,LOC100534760,,1,0,0,1,1,1,0,1,0,4,2,4
2293,LOC101886801,,0,0,0,0,0,0,1,2,0,0,4,0
2294,LOC101886872,,0,0,0,1,1,0,1,0,0,1,1,2
2295,LOC101887191,,0,0,0,0,0,1,0,4,1,0,2,0
2296,LOC101882052,,0,0,1,1,1,0,1,4,1,0,3,3
2297,LOC101882108,,0,2,1,0,0,2,1,5,9,3,1,0
2299,LOC101886113,,0,0,0,0,0,0,0,0,0,0,0,0
2300,ing5b,,18,164,23,65,65,74,55,165,406,34,144,57
2301,pak2a,,374,833,400,1594,1594,791,518,2047,2125,959,1199,1029
2302,klhl6,,52,53,18,216,216,60,41,138,152,41,109,143
2303,ccnl1b,,362,678,412,894,894,503,230,1299,1635,1027,660,942
2305,golim4b,,4,21,3,19,19,18,2,45,67,8,6,8
2306,pdcd10b,,354,889,405,716,716,777,460,1933,2091,957,1227,824
2310,nrd1a,,396,476,401,669,669,540,360,1337,1247,865,1003,941
2312,rabgap1l2,,1133,1516,2257,115,115,655,938,1579,3700,5854,2387,2758
2313,si:dkey-193b15.5,,9,2264,6,95,95,1359,59,3352,5705,12,149,13
2314,zgc:153654,,36,72,27,165,165,87,103,302,137,63,313,138
2315,map1sb,,12,8,11,10,10,10,4,18,20,17,10,20
2316,gadd45bb,,80,234,32,587,587,258,85,650,529,67,186,197
2317,gng7,,24,30,33,25,25,34,14,67,64,60,20,59
2318,diras1b,,0,4,2,1,1,1,0,2,9,0,1,3
2319,zgc:101744,,1995,2053,2746,373,373,1597,2087,3802,4998,6669,5250,4722
2321,elavl1,,823,1207,711,1768,1768,941,984,2360,2912,1639,2437,2063
2322,tspan37,,117,581,246,1125,1125,495,222,1219,1374,546,580,271
2323,pex19,,725,800,754,496,496,725,653,1869,1961,1938,1659,1708
2325,copa,,1632,3181,1811,2579,2579,2463,2119,6564,8156,4424,5403,4338
2326,apoda.2,,27,161,0,68,68,42,7,94,403,0,3,75
2327,apoda.1,,0,4,0,8,8,0,0,2,8,0,0,2
2329,sec62,,584,332,577,458,458,470,392,1178,873,1541,987,1405
2330,nadkb,,640,899,730,656,656,820,583,2039,2164,1849,1590,1483
2331,gpr160,,304,466,440,89,89,434,199,1071,1122,1015,457,669
2332,skila,,135,206,96,1214,1214,360,106,822,460,259,281,333
2333,prkci,,320,574,372,833,833,694,336,1567,1389,886,901,826
2334,phc3,,2,15,4,5,5,7,4,14,38,11,10,6
2335,si:dkey-127k13.1,,401,480,558,337,337,461,467,1152,1294,1386,1157,1040
2336,dapk3,,426,623,358,1379,1379,652,494,1616,1564,942,1233,1098
2337,sppl2,,227,349,261,331,331,403,241,1064,901,676,575,570
2338,arhgef18a,,25,67,14,145,145,131,14,351,167,41,37,82
2339,insra,,369,370,581,287,287,440,411,1061,851,1592,1007,856
2340,hiat1a,,253,248,256,540,540,365,220,829,660,610,529,533
2341,myo9b,,569,980,827,990,990,957,1199,2419,2297,2156,3014,1442
2342,si:dkeyp-66d1.7,,97,98,69,108,108,110,69,261,328,199,199,201
2343,ftr66,,9,12,8,6,6,19,10,51,39,10,21,23
2344,nfatc4,,27,49,27,54,54,32,12,66,127,73,50,97
2345,ltb4r2b,,2,3,0,16,16,6,3,22,5,3,4,5
2346,LOC101882378,,17,17,16,23,23,15,17,29,40,44,25,55
2347,sdr39u1,,17,20,13,13,13,19,26,36,52,46,36,24
2348,rpph1,,0,0,0,0,0,0,0,0,0,0,0,0
2349,mettl17,,0,0,0,0,0,0,0,0,0,0,0,0
2350,parp2,,2,6,2,6,6,3,1,11,19,5,7,3
2351,si:ch211-284o19.8,,0,2,2,264,264,2,1,17,12,2,2,5
2352,LOC110438075,,0,2,0,135,135,6,0,15,0,0,2,3
2353,zgc:66427,,55,55,30,239,239,43,24,93,147,86,77,124
2354,cbln13,,0,5,0,1,1,10,0,22,12,0,0,0
2355,hbl4,,3,17,1,37,37,60,2,129,36,1,11,4
2356,hbl3,,697,2415,880,2117,2117,3370,3374,8516,6163,1981,8693,1664
2357,hbl2,,1,0,0,0,0,0,1,0,3,4,2,2
2358,hbl1,,0,0,0,0,0,0,0,0,0,0,0,0
2359,tep1,,1270,1813,1990,1268,1268,1620,2629,4158,4366,4997,6966,3031
2360,LOC103910098,,70,740,83,83,83,704,68,1688,1880,189,141,145
2361,cbln10,,2,202,0,623,623,558,3,1463,587,1,3,2
2362,cbln14,,0,1,0,0,0,0,0,19,5,0,0,0
2363,cbln9,,0,0,0,0,0,0,0,0,0,0,0,0
2364,apol1,,19,28,27,105,105,27,26,70,66,63,65,33
2365,si:rp71-1g18.13,,1,0,0,6,6,0,0,4,3,3,1,2
2366,pcp4l1,,0,0,0,0,0,0,0,0,0,0,0,0
2367,dcaf8,,0,0,0,0,0,0,0,0,0,0,0,0
2368,hnrnpc,,2,4,0,0,0,1,0,1,9,2,2,8
2369,c1ql4l,,0,0,0,0,0,0,0,0,0,0,0,0
2371,si:rp71-1g18.1,,0,0,0,0,0,0,0,0,0,0,0,0
2372,tox4a,,1,0,4,2,2,2,1,6,2,1,6,2
2373,chd8,,38,29,17,40,40,26,26,78,75,48,90,70
2376,sall2,,5,9,3,19,19,15,2,33,20,11,7,10
2377,mmp14b,,62,228,60,1425,1425,158,25,364,599,145,65,178
2378,acin1a,,178,236,196,118,118,83,72,206,568,504,179,481
2379,si:ch211-14a17.11,,3,27,12,18,18,12,16,41,46,23,18,17
2380,si:ch211-14a17.10,,19,120,49,6,6,111,84,293,283,145,245,45
2381,LOC110437920,,0,0,0,0,0,0,0,2,0,0,0,0
2382,LOC110437886,,8,30,20,1,1,28,14,62,76,56,31,19
2383,dhrs1,,359,322,356,79,79,267,252,735,867,953,562,945
2384,homeza,,8,12,15,115,115,27,6,45,32,23,22,11
2385,LOC108179942,,2,1,4,0,0,0,1,2,5,1,1,2
2388,nedd8l,,69,116,52,116,116,96,51,223,280,141,118,135
2389,ap1g2,,28,44,27,36,36,32,34,89,89,65,81,61
2391,prmt5,,0,1,1,2,2,4,0,8,3,3,0,1
2393,psmb5,,53,183,61,2,2,374,66,966,478,105,146,139
2395,gig2q,,0,2,0,7,7,9,0,21,9,0,0,0
2396,LOC100333325,,0,0,0,2,2,3,0,2,0,0,0,0
2399,rem2,,0,0,0,3,3,0,0,1,0,0,1,0
2401,copb2,,0,1,1,0,0,1,0,0,0,0,0,1
2402,rbp2b,,0,0,0,0,0,0,0,0,0,0,0,0
2405,LOC110438097,,0,0,0,0,0,0,0,0,0,0,0,0
2406,si:ch73-170l17.1,,11,20,5,14,14,28,15,62,56,31,28,27
2408,spsb4a,,1,0,1,0,0,2,1,2,3,2,3,0
2409,zgc:136870,,754,39,410,141,141,38,391,104,86,1053,1032,1788
2410,slc25a36a,,0,1,2,1,1,1,0,5,0,0,1,0
2411,epha4a,,239,184,231,137,137,350,258,855,448,620,691,674
2412,LOC101884175,,97,317,53,32,32,194,147,381,774,144,269,228
2413,si:ch211-122l24.6,,2,11,3,1,1,10,6,14,16,8,24,13
2414,ccl34a.3,,0,5,0,285,285,1,2,3,2,0,1,1
2415,ccl34a.4,,12,35,0,8993,8993,49,14,158,88,4,40,27
2416,xcl32a.1,,5,10,1,3,3,4,2,16,9,2,4,8
2417,LOC103910101,,0,0,1,0,0,1,0,0,0,0,0,0
2418,epha4b,,1,2,2,19,19,9,2,22,1,8,7,7
2419,uggt1,,540,919,613,401,401,690,505,1752,2330,1596,1221,1236
2420,hs6st1a,,32,28,35,42,42,45,20,97,66,95,43,71
2422,otomp,,2,1,1,3,3,4,2,7,8,8,0,10
2423,acvr1l,,513,686,555,492,492,782,556,2119,1615,1400,1448,1186
2424,d2hgdh,,54,139,92,80,80,73,87,184,340,192,309,123
2425,znf622,,746,655,825,606,606,593,958,1580,1643,2150,2534,1891
2426,zgc:110158,,192,96,138,144,144,140,152,363,247,358,408,475
2427,LOC103910218,,0,0,0,0,0,0,1,0,0,0,0,0
2428,efr3a,,30,28,25,46,46,57,44,144,91,68,121,80
2429,keap1a,,1268,786,941,832,832,1430,1031,3572,1935,2406,2763,3154
2430,crlf1a,,341,170,221,157,157,276,215,738,413,509,507,791
2431,zgc:110183,,0,0,1,1,1,40,0,123,2,0,5,1
2432,ebi3,,2,37,1,55,55,41,1,94,110,2,2,5
2433,LOC103910102,,0,0,0,0,0,0,0,0,2,0,0,0
2434,si:dkey-97a13.6,,632,484,644,1591,1591,1210,1601,3059,1239,1572,3901,1561
2435,gbp2,,143,661,253,770,770,519,274,1397,1596,624,687,428
2436,gbp1,,255,4256,140,4179,4179,1615,532,4060,10778,414,1382,646
2437,cspp1b,,89,95,134,134,134,101,92,338,261,318,314,226
2438,vcpip1,,206,347,328,325,325,368,297,868,942,811,693,545
2439,si:dkey-97a13.12,,1,3,3,0,0,4,2,2,4,6,7,3
2440,adhfe1,,119,185,75,73,73,216,148,544,433,177,372,284
2442,trim55a,,1,7,1,1,1,6,0,8,12,4,1,1
2443,cyp7b1,,87,63,87,38,38,32,227,91,161,194,576,278
2444,slc39a6,,67,127,28,354,354,158,46,451,339,92,165,143
2446,cavin4a,,0,0,0,1,1,0,0,0,5,1,0,0
2447,ift57,,10,17,7,19,19,9,8,39,47,14,12,17
2448,si:ch211-235o23.1,,89,64,67,163,163,119,123,281,187,185,319,205
2449,apom,,11,527,4,1338,1338,3651,9,8853,1203,9,29,14
2450,ftr02,,36,155,29,170,170,170,8,474,355,64,22,92
2451,ftr03,,21,29,2,71,71,38,20,105,99,3,27,58
2452,LOC570251,,10,28,6,35,35,23,14,42,67,16,39,17
2453,ftr06,,3,18,9,37,37,24,12,45,46,17,19,17
2454,ftr07,,13,39,19,98,98,45,10,92,87,39,20,34
2455,LOC570185,,3,47,1,52,52,50,5,98,104,9,14,16
2456,LOC570163,,10,35,26,68,68,56,25,118,87,62,51,38
2457,LOC570079,,19,20,62,41,41,25,13,83,41,173,38,33
2458,si:dkey-7l6.3,,31,51,27,88,88,37,21,102,81,84,63,73
2459,gtpbp4,,15259,3592,15462,6264,6264,5796,7077,14922,9633,39333,17999,37556
2460,slco5a1a,,58,80,50,218,218,89,54,229,247,138,109,148
2461,slco5a1b,,7,6,4,12,12,26,13,83,29,17,25,32
2462,esyt2a,,828,1102,836,1099,1099,1162,850,2784,2821,2125,2202,1957
2463,dip2cb,,163,225,161,92,92,236,68,548,634,420,177,408
2465,myo10,,37,118,26,87,87,137,15,278,239,88,44,94
2466,ftr11,,0,0,0,0,0,0,0,0,0,0,0,0
2467,ftr12,,0,0,0,0,0,0,0,0,0,0,0,0
2468,basp1,,0,0,0,0,0,0,0,0,0,0,0,0
2470,LOC103910105,,0,0,0,0,0,0,0,0,0,0,0,0
2474,lrrc6,,1,2,13,1,1,0,1,5,3,16,0,3
2475,ftr13,,27,93,37,117,117,36,42,107,198,97,100,59
2476,ftr14,,50,149,88,350,350,215,101,492,335,195,220,128
2477,ftr15,,23,17,8,40,40,47,12,108,27,19,17,61
2478,crema,,472,340,523,1382,1382,956,630,2403,826,1340,1581,1207
2479,pard3ab,,297,408,266,226,226,524,304,1328,931,712,762,661
2480,nrp1b,,48,77,65,218,218,147,62,386,207,164,151,131
2481,LOC110437923,,9,19,12,44,44,42,10,76,41,26,29,26
2482,LOC110438108,,158,372,190,672,672,477,209,1174,913,524,479,387
2483,LOC110437890,,186,304,182,1046,1046,387,120,929,836,412,314,460
2484,itgb1b,,304,582,249,1626,1626,658,235,1631,1460,705,537,804
2485,epc1b,,292,367,258,423,423,346,266,788,950,632,730,772
2486,itgb1b.1,,983,2183,1146,1539,1539,3086,1468,7539,5635,2829,3684,2396
2487,itgb1b.2,,14,139,20,247,247,402,58,998,333,62,137,27
2488,LOC101884451,,563,1511,411,3023,3023,1235,509,3025,3615,1155,1260,1451
2489,LOC101884586,,36,63,232,91,91,153,76,378,142,607,188,120
2490,LOC103910107,,107,245,296,181,181,453,213,966,603,702,531,235
2491,LOC100150565,,7,3,13,6,6,18,9,35,23,40,29,9
2492,kif5ba,,3778,3467,3641,2974,2974,3697,4138,9303,8675,9017,10726,9178
2493,ftr16,,34,58,95,57,57,61,42,144,180,186,108,86
2494,arhgap12a,,462,586,570,364,364,559,477,1372,1479,1461,1213,1044
2495,zeb1a,,47,35,58,68,68,39,49,133,66,108,134,101
2496,nlrb5,,39,67,221,56,56,106,117,262,128,607,329,98
2497,si:ch211-195h23.3,,749,523,474,631,631,497,200,1248,1311,1268,491,1912
2498,LOC103910111,,2,0,0,0,0,1,0,3,1,0,0,3
2499,kirrelb,,7,1,0,13,13,10,0,28,5,0,1,13
2500,cadm3,,0,2,1,7,7,3,2,13,2,3,3,2
2502,sdhc,,0,0,0,0,0,0,0,0,0,0,0,0
2504,mpz,,0,0,0,0,0,0,0,0,1,0,0,0
2505,lig1,,11,11,2,10,10,16,7,29,26,2,23,19
2506,zgc:152670,,23,114,2,73,73,184,13,422,305,3,28,62
2508,tmem55ba,,11,1,1,2,2,11,7,31,0,2,9,25
2509,pih1d3,,0,0,0,0,0,0,0,0,0,0,0,0
2510,kcnab1b,,0,1,0,1,1,0,1,2,0,4,3,0
2511,pask,,1,6,0,5,5,2,1,19,13,1,3,0
2512,si:dkeyp-94h10.5,,0,0,0,0,0,0,0,0,0,0,0,0
2513,LOC101885431,,0,0,0,0,0,0,0,0,0,0,0,0
2514,LOC101885494,,0,0,0,0,0,0,0,0,0,0,0,0
2515,klhl24a,,10,7,13,22,22,7,9,18,28,22,12,9
2516,yeats2,,205,198,156,190,190,248,107,589,477,344,313,500
2517,map6d1,,5,1,0,3,3,3,1,6,7,1,6,12
2518,acsm3,,227,157,192,33,33,264,96,660,496,445,293,578
2519,ncapd2,,27,610,22,325,325,244,78,598,1514,42,168,73
2520,ece2a,,18,23,19,16,16,38,19,91,51,66,42,47
2521,camk2n1a,,53,23,48,35,35,20,34,53,71,130,91,123
2522,mul1a,,81,164,88,155,155,151,108,346,358,236,290,190
2523,alg3,,153,194,128,327,327,241,195,731,492,305,585,401
2524,vwa5b2,,25,19,46,35,35,52,38,107,69,108,88,54
2525,prss56,,0,0,17,0,0,1,0,4,0,46,2,0
2526,chrng,,4,10,2,17,17,2,1,8,49,15,3,3
2528,eif4e2,,121,84,83,45,45,65,68,169,170,205,190,280
2529,capn10,,56,79,51,69,69,71,56,175,215,120,131,104
2530,LOC100004199,,163,417,311,438,438,398,899,993,896,790,2311,392
2531,ccl20a.4,,0,0,0,0,0,0,0,0,0,0,0,0
2532,ccl20a.3,,0,0,0,0,0,0,0,0,0,0,0,0
2533,mir181b-1,,0,0,0,0,0,0,0,0,0,0,0,0
2535,LOC108180065,,0,0,0,0,0,0,0,0,0,0,0,0
2537,camsap2b,,22,13,53,23,23,32,23,71,21,111,76,30
2538,LOC101886156,,18,3,69,4,4,1,34,5,10,171,103,35
2539,wdr47a,,1,1,2,11,11,5,5,7,10,10,16,2
2540,si:ch211-66k16.27,,13,97,15,78,78,45,18,111,207,18,64,28
2541,si:ch211-66k16.2,,25,37,31,19,19,22,22,51,68,81,39,62
2542,si:ch211-66k16.28,,22,48,37,30,30,49,24,145,110,77,78,61
2543,gpsm2,,24,53,11,69,69,41,34,98,184,41,73,57
2545,LOC110437760,,3,2,1,2,2,4,10,10,15,6,9,9
2548,prpf38b,,437,379,336,460,460,332,275,823,1013,851,779,1153
2549,fam102ba,,62,64,45,14,14,29,80,88,127,95,171,113
2551,gpc5c,,19,15,20,5,5,14,30,22,26,42,57,49
2552,LOC110438124,,0,0,0,0,0,0,0,0,0,0,0,0
2553,LOC103908645,,0,0,0,0,0,0,0,0,0,0,0,0
2554,gpc1b,,14,47,6,382,382,41,7,114,156,11,24,32
2556,LOC100333415,,0,0,0,0,0,3,0,1,0,0,0,0
2557,LOC110438125,,126,373,227,661,661,668,308,1749,939,507,816,247
2558,wu:fb63a08,,835,2419,1204,2466,2466,2548,1315,6466,5845,3233,3539,2077
2562,pax3a,,0,1,0,8,8,1,0,0,2,0,0,0
2563,trnag-ccc,,0,0,0,0,0,1,0,2,1,1,1,0
2564,acsl3b,,215,234,180,730,730,319,220,779,584,461,554,432
2565,LOC108180073,,0,0,0,1,1,0,0,0,0,0,0,0
2566,scg2b,,110,147,155,70,70,236,137,650,380,365,294,312
2567,ap1s3b,,304,582,413,270,270,516,356,1380,1423,1061,935,681
2568,si:ch211-165b10.3,,3,0,1,0,0,1,6,0,3,11,11,5
2569,cul3a,,621,894,720,985,985,914,687,2241,2389,1912,1806,1613
2570,mbnl1,,339,291,277,627,627,394,306,957,729,767,835,841
2571,ftr19,,67,289,74,302,302,273,161,706,684,157,363,133
2572,LOC108179111,,14,31,16,61,61,70,15,145,53,50,62,37
2573,LOC101882488,,53,68,41,166,166,142,77,364,149,127,149,110
2574,ftr24,,119,258,109,275,275,174,104,402,566,259,277,249
2575,LOC108179227,,0,2,0,0,0,2,0,4,0,0,0,0
2576,ftr22,,1,0,0,0,0,0,0,0,0,0,0,0
2577,ftr23,,0,0,0,0,0,0,0,0,0,0,0,0
2578,LOC110437704,,1,0,0,0,0,0,0,0,0,1,0,1
2579,LOC101882560,,0,0,0,0,0,0,0,0,0,0,0,0
2580,ftr26,,7,13,7,16,16,8,5,30,40,16,12,12
