,Geneid,gene_name,SRR950087,SRR950082,SRR950086,SRR950080,SRR950085,SRR950078,SRR950079,SRR950083,SRR950081,SRR950084
62352,ENSG00000157600,TMEM164,883,2789,3291,4358,1471,4735,1656,1645,1735,5528
62355,ENSG00000101935,AMMECR1,194,1273,1791,1802,286,2193,304,344,298,2517
62356,ENSG00000208883,SNORD96B,0,1,1,0,0,0,0,2,1,2
62357,ENSG00000224142,AMMECR1-IT1,2,0,0,1,2,1,4,2,3,3
62358,ENSG00000133136,GNG5P2,2,3,2,3,1,5,1,2,0,3
62359,ENSG00000243978,RGAG1,71,17,14,17,96,20,102,118,124,28
62360,ENSG00000225366,TDGF1P3,2,3,1,4,0,3,2,1,0,3
62362,ENSG00000101938,CHRDL1,1339,453,443,676,2159,812,2546,2688,2662,872
62363,ENSG00000077264,PAK3,3505,54,103,101,4907,141,5744,6164,5934,139
62366,ENSG00000077274,CAPN6,0,256,320,441,1,413,4,2,3,499
62367,ENSG00000077279,DCX,411,46,52,66,645,61,732,816,747,78
62369,ENSG00000223904,HMGB1P12,0,0,0,0,0,0,0,0,0,0
62370,ENSG00000260802,LINC00890,2,38,51,51,6,48,5,3,2,99
62372,ENSG00000229939,RP11-111F16.2,47,77,96,96,48,110,56,74,50,130
62373,ENSG00000225031,EIF4BP7,10,24,41,51,15,58,11,13,23,53
62374,ENSG00000236189,RPL18AP15,0,0,0,0,0,0,0,0,0,0
62375,ENSG00000101901,ALG13,1053,1800,2219,2657,1509,3271,1785,1865,1886,3828
62376,ENSG00000201420,RNA5SP512,0,0,0,0,0,0,2,0,0,0
62377,ENSG00000229487,ALG13-AS1,8,9,25,20,13,29,11,16,21,24
62378,ENSG00000072315,TRPC5,168,0,1,10,283,7,334,312,320,9
62379,ENSG00000204025,TRPC5OS,3,9,14,10,12,12,15,7,7,26
62384,ENSG00000187823,ZCCHC16,11,0,0,0,11,1,21,25,19,0
62385,ENSG00000182508,LHFPL1,33,26,23,39,50,45,57,49,60,51
62387,ENSG00000213652,HMGB3P30,0,0,0,1,0,0,0,0,0,0
62388,ENSG00000126016,AMOT,1962,1097,1497,1616,2924,1933,3413,3595,3509,2254
62394,ENSG00000235329,RP5-1168A5.1,0,0,0,0,0,0,0,0,0,0
62395,ENSG00000220541,RP5-1170D6.1,0,1,1,0,0,0,0,2,1,0
62396,ENSG00000241743,RP5-964N17.1,0,5,2,3,0,7,0,0,0,5
62398,ENSG00000201674,U3,0,2,1,1,0,3,0,0,0,1
62399,ENSG00000207220,RNU1-57P,0,3,1,0,0,0,0,0,0,0
62400,ENSG00000240327,RN7SL93P,0,0,0,0,0,1,0,0,0,0
62401,ENSG00000212611,SNORD30,0,1,2,1,0,0,0,0,0,0
62402,ENSG00000230502,CTD-2230M5.1,0,0,0,0,0,0,0,0,1,0
62403,ENSG00000271686,CTD-2230M5.3,0,0,0,1,0,0,0,0,0,0
62405,ENSG00000147246,HTR2C,277,31,45,42,387,58,443,481,411,70
62413,ENSG00000224773,HSPA8P7,2,6,1,5,0,4,4,0,3,1
62415,ENSG00000270413,RP11-810O3.2,1,0,1,0,1,0,1,2,1,2
62416,ENSG00000123496,IL13RA2,30,27,21,26,55,35,65,50,54,36
62420,ENSG00000130224,LRCH2,683,281,347,425,932,530,1142,1301,1127,594
62421,ENSG00000271907,SNORA35,0,0,0,0,1,0,4,2,0,0
62422,ENSG00000212241,Y_RNA,0,0,1,1,0,0,1,0,0,1
62425,ENSG00000102021,LUZP4,1,7,4,5,0,7,1,1,3,14
62426,ENSG00000237332,RP5-878I13.1,0,0,0,0,0,0,1,0,1,0
62427,ENSG00000271021,RP5-878I13.2,0,0,3,1,1,3,2,4,1,3
62428,ENSG00000271826,RP1-93I3.1,22,30,48,48,22,67,41,28,47,79
62429,ENSG00000252441,SNORA64,1,2,0,0,1,0,1,0,0,0
62430,ENSG00000102024,PLS3,2964,6880,8418,9883,4150,12208,4909,5212,4919,14295
62432,ENSG00000227881,ASS1P5,0,2,0,0,0,0,0,0,0,1
62433,ENSG00000234785,EEF1GP5,2,4,1,6,5,5,7,13,13,10
62435,ENSG00000228532,RP1-241P17.4,13,7,9,11,14,15,16,12,21,13
62436,ENSG00000255927,AC005000.1,0,0,0,0,0,0,0,0,0,0
62437,ENSG00000229335,RP1-241P17.1,5,3,4,1,2,20,7,10,7,9
62438,ENSG00000235244,RP11-761E20.1,22,12,11,19,22,19,26,35,24,33
62441,ENSG00000234558,API5P1,2,7,7,5,5,9,4,4,9,3
62442,ENSG00000180772,AGTR2,21,2,0,0,27,0,40,31,33,1
62443,ENSG00000207033,RNU6-154P,0,0,2,0,0,3,0,0,0,0
62444,ENSG00000087916,SLC6A14,0,863,1117,1143,0,1488,0,0,1,1819
62445,ENSG00000204019,CT83,0,112,139,166,0,261,0,0,0,297
62446,ENSG00000236077,RP11-232D9.2,0,2,4,4,0,3,0,0,0,8
62448,ENSG00000230159,RP11-232D9.3,0,104,92,142,0,169,0,0,0,232
62449,ENSG00000224217,RP11-232D9.1,2,0,2,1,0,2,0,0,0,2
62451,ENSG00000213526,SETP8,1,3,7,22,4,18,4,5,3,23
62452,ENSG00000238066,RP3-378P9.1,0,2,0,0,0,1,0,0,0,0
62454,ENSG00000003096,KLHL13,474,741,866,1026,672,1257,797,803,819,1504
62455,ENSG00000200291,Y_RNA,1,0,0,0,0,2,0,0,0,0
62456,ENSG00000239500,RP1-169K13.3,0,0,0,0,0,0,0,0,1,0
62457,ENSG00000237458,TUBB4BP3,0,0,0,0,0,1,0,0,0,0
62459,ENSG00000270619,RP11-197B12.1,0,0,0,2,0,7,0,0,0,1
62460,ENSG00000131725,WDR44,1175,961,1224,1344,1655,1690,1931,2038,1927,1914
62461,ENSG00000264567,AL391803.1,0,0,0,2,0,4,0,1,1,0
62463,ENSG00000147251,DOCK11,284,863,1240,1294,424,1680,517,542,481,1775
62465,ENSG00000230399,RBBP8P1,1,2,0,3,4,5,1,2,0,4
62466,ENSG00000131724,IL13RA1,1055,3594,4422,5200,1463,6177,1671,1773,1684,7589
62467,ENSG00000239182,SNORA35,0,0,0,0,0,0,1,0,0,0
62468,ENSG00000250995,RP13-128O4.3,0,2,0,1,1,0,0,1,0,1
62469,ENSG00000174460,ZCCHC12,2485,34,37,63,4048,64,4587,5096,4889,75
62470,ENSG00000203650,RP4-562J12.2,33,10,10,17,39,14,64,71,58,24
62471,ENSG00000224341,RP4-562J12.1,1,0,0,1,6,0,4,1,9,0
62472,ENSG00000231270,RP13-347D8.1,0,0,0,0,1,1,1,0,0,3
62473,ENSG00000175556,LONRF3,419,213,223,290,639,274,715,766,785,349
62474,ENSG00000250423,KIAA1210,1,5,2,5,5,8,1,13,5,11
62476,ENSG00000230170,HNRNPA1P28,0,0,1,1,0,0,0,0,1,3
62478,ENSG00000101856,PGRMC1,7021,5246,6942,7657,9398,9719,10587,11522,10841,11240
62479,ENSG00000214992,AKAP17BP,3,3,3,5,5,3,2,8,2,5
62480,ENSG00000230392,RP5-1139I1.1,1,11,3,5,1,11,1,1,1,8
62481,ENSG00000226661,RP5-1139I1.2,0,1,1,1,2,1,3,4,0,0
62482,ENSG00000227814,MRPS17P9,1,0,0,1,0,0,0,0,1,0
62483,ENSG00000077713,SLC25A43,255,978,1218,1349,379,1628,448,439,480,1915
62484,ENSG00000237903,RP3-404F18.5,0,8,1,10,2,10,3,3,1,13
62485,ENSG00000207175,RNU1-67P,0,1,4,8,0,5,2,1,1,6
62486,ENSG00000264952,AC004000.1,1,3,2,0,2,6,0,0,3,2
62487,ENSG00000266420,RN7SL118P,1,4,0,2,5,7,4,7,5,10
62488,ENSG00000252147,Y_RNA,2,2,6,4,5,5,7,8,13,5
62489,ENSG00000224281,SLC25A5-AS1,151,59,86,78,203,121,227,268,229,145
62490,ENSG00000005022,SLC25A5,5356,20542,21542,30691,8864,34913,10100,10540,10689,43705
62491,ENSG00000018610,CXorf56,820,1527,1452,2107,1535,2345,1793,1796,1813,3123
62492,ENSG00000077721,UBE2A,2003,3505,4506,4635,2582,6062,2780,3254,2986,7211
62493,ENSG00000186416,NKRF,1481,1418,1674,1953,2235,2461,2610,2772,2716,2930
62494,ENSG00000125354,SEPT6,2311,4167,4999,6165,3514,7151,4075,4061,4234,8570
62495,ENSG00000211578,MIR766,0,9,0,0,1,4,2,2,1,6
62496,ENSG00000187808,SOWAHD,12,13,36,19,15,24,10,9,10,36
62497,ENSG00000198918,RPL39,1886,16111,16805,21779,2851,29651,3058,3307,3153,35893
62498,ENSG00000206622,SNORA69,0,5,3,6,2,3,1,0,1,3
62499,ENSG00000125351,UPF3B,984,1489,1851,2113,1222,2539,1370,1466,1423,3134
62500,ENSG00000125352,RNF113A,380,731,811,1196,715,1308,790,740,823,1551
62501,ENSG00000125356,NDUFA1,2772,4267,4238,5864,4792,7200,5280,5451,5315,9436
62502,ENSG00000186471,AKAP14,12,7,6,9,30,3,23,17,24,10
62503,ENSG00000227285,RP3-327A19.5,182,63,74,78,279,98,263,329,271,114
62504,ENSG00000264392,AC002477.1,20,7,3,12,38,20,39,34,44,16
62505,ENSG00000101882,NKAP,552,903,1346,1353,678,1686,807,797,731,1983
62506,ENSG00000234493,GS1-421I3.2,1,4,5,8,0,9,0,0,1,4
62507,ENSG00000258545,RP4-755D9.1,51,17,20,19,52,23,89,73,79,27
62508,ENSG00000203989,RHOXF2B,0,249,524,332,0,260,0,0,0,398
62509,ENSG00000101883,RHOXF1,60,2,3,6,61,3,69,86,83,7
62510,ENSG00000228139,GS1-421I3.4,12,0,0,2,27,0,25,38,23,0
62511,ENSG00000233382,NKAPP1,60,70,80,105,109,119,163,140,181,139
62512,ENSG00000131721,RHOXF2,0,202,547,377,2,283,2,1,5,370
62513,ENSG00000227541,RP3-525N14.2,2,0,0,0,2,3,3,7,7,1
62514,ENSG00000237757,EEF1A1P30,5,15,11,15,6,17,7,6,8,23
62515,ENSG00000177485,ZBTB33,2010,2170,2841,2945,2621,3803,2974,3179,2899,4088
62516,ENSG00000125355,TMEM255A,492,494,694,768,742,908,914,902,955,1074
62517,ENSG00000232042,RP11-45J1.1,0,0,1,0,1,0,0,0,0,0
62519,ENSG00000005893,LAMP2,12641,7581,9946,10906,17996,13443,20759,21893,20815,15865
62520,ENSG00000158290,CUL4B,3706,4653,5985,6733,5183,8329,6103,6503,6034,9465
62522,ENSG00000232119,MCTS1,865,2020,2202,2660,1243,3505,1462,1633,1394,4285
62523,ENSG00000171155,C1GALT1C1,376,984,1148,1306,643,1707,685,727,724,2023
62524,ENSG00000181511,RP4-655L22.4,0,0,1,0,0,0,0,0,0,1
62525,ENSG00000237828,PA2G4P1,0,3,4,5,0,8,2,1,0,8
62532,ENSG00000224089,CT47A10,0,0,0,0,0,0,0,0,0,0
62538,ENSG00000228517,CT47A7,0,0,0,0,0,0,0,0,0,0
62552,ENSG00000233433,RP1-296G17.3,2,0,0,3,3,2,0,5,6,2
62553,ENSG00000182890,GLUD2,83,181,214,275,137,327,132,146,162,347
62554,ENSG00000234176,HSPA8P1,2,6,15,14,7,27,5,13,15,23
62557,ENSG00000213498,TPT1P13,0,1,3,2,2,4,1,3,2,4
62558,ENSG00000221217,AL359851.1,1,0,0,1,1,1,2,0,0,1
62559,ENSG00000260585,RP13-192B19.2,5,3,10,4,4,4,6,9,2,7
62562,ENSG00000232496,RPL3P12,0,0,1,0,0,0,0,0,0,0
62564,ENSG00000224236,MRRFP1,0,1,2,0,0,5,0,1,0,1
62565,ENSG00000125675,GRIA3,4615,8,21,22,6943,22,8128,8625,8467,22
62566,ENSG00000265082,AL356213.1,6,0,0,0,9,0,8,6,8,0
62567,ENSG00000179101,RP11-349N19.2,0,2,7,4,0,3,1,1,0,3
62568,ENSG00000229733,RP5-1189B24.1,0,0,0,0,0,0,0,0,1,0
62569,ENSG00000228466,TUBB4AP1,1,0,0,3,4,0,1,2,3,0
62570,ENSG00000125676,THOC2,1950,4528,6537,6557,2496,7861,3014,3099,2971,9155
62571,ENSG00000232149,FERP1,9,17,20,20,9,17,4,6,12,31
62572,ENSG00000264467,RN7SL29P,0,0,2,3,1,0,0,0,0,0
62573,ENSG00000230376,MEMO1P4,0,1,0,0,0,0,0,0,0,0
62575,ENSG00000226902,CHCHD2P1,0,0,0,2,0,1,0,0,0,0
62576,ENSG00000199705,Y_RNA,0,0,0,0,0,0,0,0,0,1
62577,ENSG00000101966,XIAP,3759,2967,3003,4242,6675,5277,7215,7815,7241,6178
62578,ENSG00000237331,XIAP-AS1,0,8,3,7,7,15,4,3,5,17
62579,ENSG00000252627,RNU6-122P,0,2,0,0,1,4,2,5,1,1
62580,ENSG00000237025,RP1-315G1.1,2,7,5,4,5,16,6,4,6,13
62581,ENSG00000232412,RP1-315G1.3,8,10,19,14,19,31,10,37,21,34
62582,ENSG00000101972,STAG2,4210,6338,8606,8964,5782,11222,6821,7331,7007,12639
62587,ENSG00000232054,NPM1P34,0,0,0,1,0,0,0,0,0,1
62588,ENSG00000226532,RP5-1052M9.1,2,5,3,4,0,7,2,1,0,1
62590,ENSG00000183918,SH2D1A,4,747,892,1019,8,1343,11,6,10,1561
62591,ENSG00000009694,TENM1,4370,432,755,670,5833,762,7227,7740,7514,848
62592,ENSG00000236880,RP3-384D21.2,1,0,0,0,1,0,2,0,1,0
62594,ENSG00000232599,RP1-161N10.1,52,0,0,0,28,0,41,31,39,0
62598,ENSG00000237208,RP11-13E5.2,0,1,4,3,0,4,0,0,0,6
62599,ENSG00000198354,DCAF12L2,87,13,11,9,91,15,106,95,102,12
62600,ENSG00000230916,RP11-10B2.1,3,15,9,12,4,15,7,5,6,30
62601,ENSG00000231501,MTND4LP1,0,0,0,1,0,1,2,0,0,0
62602,ENSG00000264338,AL359973.1,0,0,0,0,0,0,0,0,0,0
62603,ENSG00000232177,MTND4P24,5,12,19,16,3,25,4,4,5,21
62607,ENSG00000183631,CXorf64,1,0,0,0,0,0,4,1,1,0
62612,ENSG00000123165,ACTRT1,0,0,0,0,0,0,2,0,0,0
62617,ENSG00000225689,RP1-30E17.2,4,2,0,1,3,0,6,11,3,1
62620,ENSG00000223995,RPL32P35,0,0,0,0,0,0,1,0,0,0
62621,ENSG00000234592,RP11-41L14.1,0,1,0,0,0,0,0,0,2,0
62622,ENSG00000226339,RPS26P56,0,0,0,0,0,0,0,0,0,1
62623,ENSG00000201518,RNA5SP513,0,0,0,0,1,0,0,0,1,0
62624,ENSG00000102038,SMARCA1,2764,3494,4517,4968,3627,6100,4165,4470,4218,7167
62625,ENSG00000122126,OCRL,3175,2617,3170,3752,4881,4629,5716,6161,5966,5128
62626,ENSG00000171388,APLN,834,273,326,471,1530,443,1702,1760,1809,604
62627,ENSG00000122121,XPNPEP2,5,27,39,63,8,57,14,3,6,58
62628,ENSG00000122122,SASH3,119,233,326,370,190,421,204,216,226,518
62629,ENSG00000240143,RP4-753P9.3,1,3,1,2,3,10,5,6,4,12
62630,ENSG00000188706,ZDHHC9,3885,2223,2634,3307,5985,3682,6912,7099,7161,4451
62631,ENSG00000266440,AL359542.1,3,1,2,5,5,0,3,3,4,2
62632,ENSG00000235189,RP4-537K23.4,14,1,1,4,20,5,29,33,40,2
62633,ENSG00000238040,SALL4P2,2,0,0,0,1,0,3,4,4,0
62634,ENSG00000156697,UTP14A,424,1577,1857,2348,724,2763,762,872,844,3340
62635,ENSG00000085185,BCORL1,907,1091,1356,1834,1455,1661,1703,1832,1835,1997
62636,ENSG00000102034,ELF4,86,1524,1826,2509,117,2465,187,159,172,3073
62637,ENSG00000156709,AIFM1,928,2999,3409,4421,1539,5455,1692,1734,1788,6678
62638,ENSG00000134594,RAB33A,910,115,123,176,1280,191,1451,1460,1513,202
62639,ENSG00000056277,ZNF280C,185,496,603,737,317,894,349,337,386,965
62641,ENSG00000225046,RP1-20I3.3,0,1,0,0,0,0,0,1,0,0
62642,ENSG00000102078,SLC25A14,840,500,524,725,1242,893,1480,1642,1498,1028
62643,ENSG00000147262,GPR119,0,3,5,4,0,5,0,1,0,10
62644,ENSG00000134597,RBMX2,565,1148,1220,1540,850,1997,977,1194,1030,2260
62645,ENSG00000229702,RP1-274L7.1,3,1,0,2,3,2,2,2,1,4
62646,ENSG00000221930,FAM45B,4,2,4,4,2,3,6,4,2,6
62648,ENSG00000165675,ENOX2,567,596,838,902,817,1142,897,946,932,1262
62649,ENSG00000238188,RP5-875H3.2,0,0,0,2,3,1,2,0,2,1
62651,ENSG00000147256,ARHGAP36,77,33,44,55,125,45,109,120,136,58
62654,ENSG00000147255,IGSF1,296,2180,2526,3467,484,3712,585,595,592,4388
62655,ENSG00000185903,OR11N1P,0,0,1,1,0,0,0,0,0,1
62657,ENSG00000242610,OR5BH1P,0,2,1,0,1,4,2,1,2,0
62658,ENSG00000216047,AL135784.1,0,0,1,1,0,2,0,0,1,0
62659,ENSG00000234288,OR1AA1P,0,0,0,1,0,0,0,0,0,0
62661,ENSG00000228450,RP1-154J13.3,0,0,1,1,0,2,0,2,0,0
62662,ENSG00000171054,OR13H1,0,1,1,0,0,2,0,0,1,3
62663,ENSG00000237225,OR13K1P,0,8,0,0,0,1,0,0,1,0
62665,ENSG00000235730,OR2AF1P,0,0,7,3,0,3,0,0,0,1
62666,ENSG00000227183,HDGFP1,0,2,1,7,0,0,0,1,2,7
62667,ENSG00000213468,RP11-453F18__B.1,14,240,222,312,32,395,30,37,23,433
62668,ENSG00000241418,RP11-512H23.2,2,12,16,21,4,5,2,3,2,26
62669,ENSG00000228089,RP1-197O17.2,0,4,3,1,0,2,1,0,2,5
62673,ENSG00000134602,MST4,195,2341,3143,3136,252,4147,272,326,281,4821
62674,ENSG00000165694,FRMD7,0,7,4,7,1,4,2,0,4,10
62676,ENSG00000123728,RAP2C,874,1836,2408,2504,1346,3137,1490,1548,1554,3713
62677,ENSG00000232160,RAP2C-AS1,96,79,61,103,158,141,192,200,178,147
62678,ENSG00000076770,MBNL3,175,3939,5419,5453,251,6861,238,265,282,7532
62679,ENSG00000206900,RNU6-98P,0,0,0,0,0,0,0,0,0,0
62680,ENSG00000171004,HS6ST2,871,739,966,1007,1221,1276,1446,1517,1423,1452
62681,ENSG00000235849,HS6ST2-AS1,0,0,0,0,0,2,0,1,0,0
62682,ENSG00000227064,RP3-363L9.1,0,0,0,0,0,2,0,0,1,2
62683,ENSG00000134588,USP26,0,0,0,0,0,0,0,0,0,2
62689,ENSG00000076716,GPC4,505,1082,1448,1624,719,1937,776,815,854,2269
62690,ENSG00000206765,RNU6-203P,0,1,0,0,0,1,0,0,0,0
62691,ENSG00000147257,GPC3,66,22012,26340,32508,69,38289,96,97,95,46532
62692,ENSG00000227008,RP3-417G15.1,9,57,45,71,17,99,29,23,17,115
62693,ENSG00000211495,AL009174.1,0,0,1,2,0,0,0,0,0,0
62694,ENSG00000233260,RPSAP63,0,1,1,2,0,1,0,0,0,2
62697,ENSG00000224908,TIMM8BP2,0,1,3,0,2,1,1,2,0,1
62698,ENSG00000207572,MIR363,0,2,0,2,0,2,0,0,0,3
62700,ENSG00000207812,MIR19B2,0,0,0,0,0,1,0,0,0,0
62702,ENSG00000239594,MIR18B,0,0,1,0,0,0,0,0,0,0
62705,ENSG00000272244,Metazoa_SRP,0,0,0,0,0,0,0,0,0,0
62706,ENSG00000203952,CCDC160,64,25,47,33,62,45,88,108,99,70
62708,ENSG00000156531,PHF6,1780,3130,3821,4037,2450,5197,2798,2954,2837,5884
62709,ENSG00000251962,AL591668.1,1,0,0,1,0,2,1,2,1,4
62710,ENSG00000165704,HPRT1,2991,3258,4169,4484,4008,5916,4537,5048,4444,7154
62711,ENSG00000226107,AC004383.3,20,22,26,33,32,39,44,48,37,55
62712,ENSG00000216001,MIR450B,0,0,1,3,0,2,0,0,0,1
62713,ENSG00000199132,MIR450A1,0,0,0,0,0,1,0,0,0,0
62714,ENSG00000207755,MIR450A2,0,1,1,1,0,0,1,0,0,1
62715,ENSG00000207784,MIR542,0,1,1,1,0,0,0,1,0,1
62716,ENSG00000223749,MIR503HG,29,320,386,443,19,468,34,38,36,567
62717,ENSG00000208005,MIR503,0,0,4,0,0,1,0,0,0,1
62718,ENSG00000227060,LINC00629,19,12,23,23,20,29,26,30,27,34
62719,ENSG00000170965,PLAC1,0,69,67,109,1,122,0,2,1,158
62720,ENSG00000235813,RP11-308B5.2,0,1,0,0,1,0,2,0,0,1
62721,ENSG00000236509,RPL21P133,0,2,0,0,0,2,2,0,0,1
62722,ENSG00000237432,RPS7P12,0,0,0,2,0,0,1,2,0,0
62724,ENSG00000156504,FAM122B,2155,3876,4879,5848,3024,6934,3740,3918,3757,8228
62725,ENSG00000156500,FAM122C,122,377,464,555,178,629,218,236,189,795
62726,ENSG00000101928,MOSPD1,318,967,1142,1267,465,1666,566,613,518,2015
62727,ENSG00000221299,Z83826.1,4,8,8,10,9,17,3,6,5,16
62729,ENSG00000236091,RP3-473B4.3,1,1,2,3,1,4,0,0,0,7
62730,ENSG00000231929,HMGB3P31,0,0,0,1,0,2,0,0,0,2
62731,ENSG00000184785,SMIM10,172,705,893,916,220,1074,234,309,252,1345
62732,ENSG00000212747,FAM127C,564,418,672,721,662,749,753,784,779,889
62733,ENSG00000134590,FAM127A,8610,2481,3781,3918,11492,3446,13242,13191,13948,4640
62734,ENSG00000203950,FAM127B,1759,1558,2174,2484,2277,2565,2672,2606,2830,3006
62735,ENSG00000228372,RP11-85L21.4,0,0,0,0,0,0,0,2,1,0
62737,ENSG00000196972,LINC00087,1910,38,55,64,3277,65,3789,3845,4118,93
62738,ENSG00000224107,LINC00633,2,0,0,0,1,0,0,1,1,0
62741,ENSG00000256182,AL590325.1,0,0,0,0,0,0,0,0,0,0
62743,ENSG00000169551,CT55,3,40,68,70,7,68,6,11,9,104
62744,ENSG00000236491,RP13-565O16.2,6,0,0,0,4,2,5,15,5,1
62745,ENSG00000228922,RP13-210D15.1,0,0,0,0,0,0,0,0,1,0
62747,ENSG00000227792,RP13-210D15.6,0,0,0,0,0,0,0,0,0,0
62748,ENSG00000186376,ZNF75D,605,665,746,895,821,1001,1057,1015,1005,1145
62749,ENSG00000238210,RP13-210D15.4,1,1,2,2,0,5,0,2,1,1
62750,ENSG00000173275,ZNF449,416,447,517,558,536,702,625,729,670,787
62751,ENSG00000229015,RP11-265D19.6,0,0,0,1,0,0,0,0,1,0
62752,ENSG00000178947,LINC00086,2773,103,136,170,4763,130,5262,5717,5891,215
62753,ENSG00000201440,RNA5SP515,6,0,1,0,1,0,9,9,4,0
62756,ENSG00000225235,DDX26B-AS1,4,4,3,2,2,11,5,5,6,2
62757,ENSG00000165359,DDX26B,1101,733,1024,1063,1553,1329,1912,2099,1856,1510
62758,ENSG00000264284,AL391380.1,3,2,2,0,3,4,9,7,7,2
62762,ENSG00000232478,CT45A1,0,2,5,0,0,0,1,0,0,1
62763,ENSG00000242185,CT45A2,0,0,0,0,0,0,0,0,0,0
62764,ENSG00000232417,CT45A3,0,0,0,0,0,0,0,0,0,0
62765,ENSG00000233861,RP13-36C9.4,0,0,0,0,0,0,0,0,0,0
62766,ENSG00000238200,RP13-36C9.5,0,0,0,0,0,0,0,0,0,0
62767,ENSG00000228836,CT45A4,0,1,0,0,0,2,0,0,0,0
62768,ENSG00000242284,CT45A5,1,51,69,97,3,133,4,5,2,124
62769,ENSG00000226907,CT45A6,0,0,1,0,0,0,0,0,0,3
62770,ENSG00000181433,SAGE1,3,257,290,341,5,439,5,9,4,494
62771,ENSG00000230162,RP11-97N5.2,6,2,2,3,13,4,18,7,13,4
62772,ENSG00000169446,MMGT1,1721,1814,2318,2727,2222,3312,2653,2718,2640,4001
62773,ENSG00000198689,SLC9A6,6777,1027,1401,1679,9983,1888,11475,12240,12075,2290
62774,ENSG00000219930,GAPDHP67,0,2,0,1,0,0,0,0,0,1
62775,ENSG00000231513,RP11-274K13.5,0,0,0,0,0,1,0,0,0,1
62777,ENSG00000022267,FHL1,8024,2877,3395,4334,12546,4945,14696,15417,15576,6006
62778,ENSG00000129680,MAP7D3,109,1318,1827,2065,164,2479,176,183,183,2962
62779,ENSG00000230079,RP11-535K18.2,0,0,0,1,1,0,0,0,0,1
62781,ENSG00000266272,Z97632.1,1,0,0,0,0,2,0,0,0,0
62782,ENSG00000102239,BRS3,1,1,2,1,4,3,7,6,6,0
62783,ENSG00000102241,HTATSF1,4300,4100,4552,5914,6668,6881,7463,7743,7517,8412
62784,ENSG00000102243,VGLL1,0,2,4,2,0,1,1,2,0,3
62788,ENSG00000233093,LINC00892,0,0,2,1,0,4,0,0,2,5
62789,ENSG00000102245,CD40LG,0,0,0,1,1,1,2,1,3,2
62790,ENSG00000129675,ARHGEF6,1472,910,1165,1358,2152,1602,2588,2618,2551,1877
62793,ENSG00000231164,RPL7P56,1,1,1,2,1,1,0,0,1,1
62794,ENSG00000225125,RANP4,83,20,29,21,147,43,160,207,181,33
62795,ENSG00000202279,Y_RNA,7,2,0,4,6,7,8,6,4,2
62796,ENSG00000232611,RP11-1114A5.4,287,157,162,177,492,242,528,555,501,333
62797,ENSG00000225400,RP11-1114A5.5,43,21,14,13,76,22,98,116,81,39
62798,ENSG00000147274,RBMX,4832,13891,16900,19885,7096,23866,8162,8682,8377,29186
62800,ENSG00000234062,RP11-308D16.4,52,151,236,221,83,290,70,90,109,380
62801,ENSG00000232379,RP11-308D16.1,0,3,1,5,0,3,1,0,0,3
62802,ENSG00000241150,RP11-308D16.2,0,5,9,9,0,23,0,2,0,16
62803,ENSG00000237307,SRRM1P3,1,10,8,27,7,28,5,5,5,35
62804,ENSG00000263845,AL390879.1,0,4,2,5,0,0,0,2,1,3
62805,ENSG00000165370,GPR101,17,0,0,0,15,1,20,13,25,2
62806,ENSG00000214748,RP11-332E4.1,0,9,2,3,0,4,1,1,2,4
62807,ENSG00000237584,RAC1P4,0,0,0,1,0,1,1,0,0,0
62808,ENSG00000224765,RP1-137H15.2,0,4,3,4,2,6,4,12,8,4
62809,ENSG00000156925,ZIC3,854,339,456,476,981,562,1247,1187,1225,694
62810,ENSG00000239579,RN7SL325P,0,0,2,0,0,0,0,0,1,0
62811,ENSG00000229562,ZFYVE9P1,2,1,0,1,3,1,3,1,1,0
62816,ENSG00000232183,RP6-27P15.2,4,1,0,0,32,1,33,33,30,3
62817,ENSG00000129682,FGF13,1804,311,384,408,2688,556,2937,3188,3212,658
62819,ENSG00000226031,FGF13-AS1,2,3,3,2,8,6,5,9,6,6
62820,ENSG00000235975,RP1-106C24.1,0,0,1,2,0,3,0,2,0,3
62822,ENSG00000232549,SRD5A1P1,0,0,0,0,0,0,0,0,0,0
62824,ENSG00000101977,MCF2,646,17,22,25,972,36,1141,1241,1110,29
62827,ENSG00000101974,ATP11C,469,1606,2433,2258,619,2963,730,719,754,3229
62829,ENSG00000252719,SNORA18,0,0,0,2,0,1,1,1,0,5
62830,ENSG00000207633,MIR505,0,1,0,1,0,0,1,0,0,0
62832,ENSG00000233145,RP11-364B14.1,0,0,0,1,0,0,0,0,0,0
62833,ENSG00000214653,HNRNPA3P3,0,3,4,5,2,8,0,2,4,8
62835,ENSG00000230707,RP11-364B14.3,80,4,10,4,112,4,128,131,119,18
62840,ENSG00000134595,SOX3,31,101,171,191,35,145,36,35,36,196
62841,ENSG00000230668,XXyac-YR29IB3.1,0,3,3,0,0,1,0,0,0,9
62842,ENSG00000203930,LINC00632,489,19,43,54,854,58,1077,1119,1047,68
62843,ENSG00000184258,CDR1,3558,49,18,55,13359,37,14525,16892,15835,87
62844,ENSG00000221081,MIR320D2,0,0,0,0,0,1,0,0,0,0
62846,ENSG00000227234,SPANXB2,0,0,1,0,0,0,0,0,0,0
62847,ENSG00000235604,SPANXB1,0,0,0,1,0,0,0,0,0,2
