gene_name	Ensembl_ID	baseMean	log2FoldChange_condition_stage_sham_vs_sbs	lfcSE_condition_stage_sham_vs_sbs	stat_condition_stage_sham_vs_sbs	pvalue_condition_stage_sham_vs_sbs	padj_condition_stage_sham_vs_sbs	contrast_vector	outcome
NA	cckar	25.0792887482647	1.81589902212257	0.574914347000314	3.15855575982273	0.0015855297493093	0.00612453523221979	1	DE
NA	cckb	6.22587392863693	-1.15597045712895	0.728051317548923	-1.58775958406431	0.112340713771521	0.207805684355873	0	not_DE
NA	ccl19a.1	2183.96069629651	-4.75552041188933	0.330478812920627	-14.3897890756207	5.99785509531195e-47	1.40533077024879e-44	1	DE
NA	ccl19a.2	589.741186912593	-5.2586979862878	0.71087984339633	-7.3974498435117	1.3882464275158e-13	3.70174666472996e-12	1	DE
NA	ccl19b	5665.39739131835	-0.81319516422051	0.317921501479871	-2.55784890432142	0.0105321843472108	0.0306270885895392	1	DE
NA	ccl20a.3	0.571326020317875	-2.48609441664301	1.88724883992096	-1.31731140274386	0.187734264595338	NA	0	not_DE
NA	ccl20a.4	0.106638667728116	-0.189304090240223	3.11653965008542	-0.0607417557594795	0.951564876769269	NA	0	not_DE
NA	ccl20b	6.39585119920335	2.43298501939154	0.753491821215156	3.22894681918096	0.00124246997327495	0.00497213945272432	1	DE
NA	ccl20b_1	13.877953671278	-2.48973956164706	0.720437035708757	-3.45587391852737	0.000548511824473391	0.00243553109638518	1	DE
NA	ccl25a	1379.4547757324	-0.486665397634557	0.276323184283951	-1.76121811456275	0.0782014932201687	0.156697206366944	0	not_DE
NA	ccl25b	620.483758420437	-1.32978676061001	0.469064641018654	-2.83497549020568	0.00458292015505763	0.0151873748721495	1	DE
NA	ccl27a	0.40863458248085	-1.25296581886275	2.09490107916574	-0.598102617504843	0.549771463848167	NA	0	not_DE
NA	ccl27b	0.737540203347882	-1.12771526377995	1.23189783970586	-0.915429208033368	0.359966350709281	NA	0	not_DE
NA	ccl32b.3	61.0300403999304	0.850443188586209	0.404244872776923	2.10378225144618	0.0353974457123607	0.0832542395902304	0	not_DE
NA	ccl33.3	0.936965068725681	-0.528444428700149	1.39046884043683	-0.380047659704574	0.703910037303564	0.80099125343856	0	not_DE
NA	ccl33.3_1	5.99465058790653	1.07577635895562	0.898650782671808	1.19710167697979	0.231266926421235	0.361158329615487	0	not_DE
